attr0,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24
9295,3,7363,4,9350,5,9124,6,10863,7,14525,8,12551,9,12362,10,9268,11,9895,12,9707,1,8062,2,0
7363,4,9350,5,9124,6,10863,7,14525,8,12551,9,12362,10,9268,11,9895,12,9707,1,8062,2,10072,3,1
9350,5,9124,6,10863,7,14525,8,12551,9,12362,10,9268,11,9895,12,9707,1,8062,2,10072,3,12744,4,1
9124,6,10863,7,14525,8,12551,9,12362,10,9268,11,9895,12,9707,1,8062,2,10072,3,12744,4,13466,5,1
10863,7,14525,8,12551,9,12362,10,9268,11,9895,12,9707,1,8062,2,10072,3,12744,4,13466,5,13609,6,1
14525,8,12551,9,12362,10,9268,11,9895,12,9707,1,8062,2,10072,3,12744,4,13466,5,13609,6,13864,7,1
12551,9,12362,10,9268,11,9895,12,9707,1,8062,2,10072,3,12744,4,13466,5,13609,6,13864,7,14393,8,0
12362,10,9268,11,9895,12,9707,1,8062,2,10072,3,12744,4,13466,5,13609,6,13864,7,14393,8,12359,9,0
9268,11,9895,12,9707,1,8062,2,10072,3,12744,4,13466,5,13609,6,13864,7,14393,8,12359,9,11763,10,0
9895,12,9707,1,8062,2,10072,3,12744,4,13466,5,13609,6,13864,7,14393,8,12359,9,11763,10,11716,11,1
9707,1,8062,2,10072,3,12744,4,13466,5,13609,6,13864,7,14393,8,12359,9,11763,10,11716,11,13062,12,0
8062,2,10072,3,12744,4,13466,5,13609,6,13864,7,14393,8,12359,9,11763,10,11716,11,13062,12,10343,1,0
10072,3,12744,4,13466,5,13609,6,13864,7,14393,8,12359,9,11763,10,11716,11,13062,12,10343,1,10939,2,1
12744,4,13466,5,13609,6,13864,7,14393,8,12359,9,11763,10,11716,11,13062,12,10343,1,10939,2,15179,3,1
13466,5,13609,6,13864,7,14393,8,12359,9,11763,10,11716,11,13062,12,10343,1,10939,2,15179,3,21654,4,1
13609,6,13864,7,14393,8,12359,9,11763,10,11716,11,13062,12,10343,1,10939,2,15179,3,21654,4,22496,5,1
3620,11,4234,12,3824,1,4230,2,4829,3,4841,4,3263,5,2685,6,3013,7,2998,8,2433,9,2792,10,0
4234,12,3824,1,4230,2,4829,3,4841,4,3263,5,2685,6,3013,7,2998,8,2433,9,2792,10,314,11,0
3824,1,4230,2,4829,3,4841,4,3263,5,2685,6,3013,7,2998,8,2433,9,2792,10,314,11,1114,12,1
4230,2,4829,3,4841,4,3263,5,2685,6,3013,7,2998,8,2433,9,2792,10,314,11,1114,12,3155,1,1
4829,3,4841,4,3263,5,2685,6,3013,7,2998,8,2433,9,2792,10,314,11,1114,12,3155,1,2969,2,1
4841,4,3263,5,2685,6,3013,7,2998,8,2433,9,2792,10,314,11,1114,12,3155,1,2969,2,3154,3,1
3263,5,2685,6,3013,7,2998,8,2433,9,2792,10,314,11,1114,12,3155,1,2969,2,3154,3,2749,4,1
2685,6,3013,7,2998,8,2433,9,2792,10,314,11,1114,12,3155,1,2969,2,3154,3,2749,4,2936,5,0
3013,7,2998,8,2433,9,2792,10,314,11,1114,12,3155,1,2969,2,3154,3,2749,4,2936,5,2543,6,1
2998,8,2433,9,2792,10,314,11,1114,12,3155,1,2969,2,3154,3,2749,4,2936,5,2543,6,3213,7,1
2433,9,2792,10,314,11,1114,12,3155,1,2969,2,3154,3,2749,4,2936,5,2543,6,3213,7,3016,8,0
2792,10,314,11,1114,12,3155,1,2969,2,3154,3,2749,4,2936,5,2543,6,3213,7,3016,8,2861,9,0
314,11,1114,12,3155,1,2969,2,3154,3,2749,4,2936,5,2543,6,3213,7,3016,8,2861,9,2395,10,0
1114,12,3155,1,2969,2,3154,3,2749,4,2936,5,2543,6,3213,7,3016,8,2861,9,2395,10,2482,11,0
3155,1,2969,2,3154,3,2749,4,2936,5,2543,6,3213,7,3016,8,2861,9,2395,10,2482,11,2575,12,1
2969,2,3154,3,2749,4,2936,5,2543,6,3213,7,3016,8,2861,9,2395,10,2482,11,2575,12,3023,1,0
3154,3,2749,4,2936,5,2543,6,3213,7,3016,8,2861,9,2395,10,2482,11,2575,12,3023,1,2531,2,1
2749,4,2936,5,2543,6,3213,7,3016,8,2861,9,2395,10,2482,11,2575,12,3023,1,2531,2,2895,3,0
2936,5,2543,6,3213,7,3016,8,2861,9,2395,10,2482,11,2575,12,3023,1,2531,2,2895,3,2340,4,1
2543,6,3213,7,3016,8,2861,9,2395,10,2482,11,2575,12,3023,1,2531,2,2895,3,2340,4,3100,5,1
3213,7,3016,8,2861,9,2395,10,2482,11,2575,12,3023,1,2531,2,2895,3,2340,4,3100,5,2830,6,1
3016,8,2861,9,2395,10,2482,11,2575,12,3023,1,2531,2,2895,3,2340,4,3100,5,2830,6,3155,7,1
2861,9,2395,10,2482,11,2575,12,3023,1,2531,2,2895,3,2340,4,3100,5,2830,6,3155,7,3148,8,1
2395,10,2482,11,2575,12,3023,1,2531,2,2895,3,2340,4,3100,5,2830,6,3155,7,3148,8,2975,9,0
303,10,4743,11,4383,12,4398,1,4569,2,5101,3,5154,4,5319,5,2796,6,2988,7,3010,8,2415,9,0
4743,11,4383,12,4398,1,4569,2,5101,3,5154,4,5319,5,2796,6,2988,7,3010,8,2415,9,2753,10,0
4383,12,4398,1,4569,2,5101,3,5154,4,5319,5,2796,6,2988,7,3010,8,2415,9,2753,10,352,11,0
4398,1,4569,2,5101,3,5154,4,5319,5,2796,6,2988,7,3010,8,2415,9,2753,10,352,11,1197,12,1
4569,2,5101,3,5154,4,5319,5,2796,6,2988,7,3010,8,2415,9,2753,10,352,11,1197,12,2260,1,1
5101,3,5154,4,5319,5,2796,6,2988,7,3010,8,2415,9,2753,10,352,11,1197,12,2260,1,2187,2,1
5154,4,5319,5,2796,6,2988,7,3010,8,2415,9,2753,10,352,11,1197,12,2260,1,2187,2,2449,3,1
5319,5,2796,6,2988,7,3010,8,2415,9,2753,10,352,11,1197,12,2260,1,2187,2,2449,3,2320,4,1
2796,6,2988,7,3010,8,2415,9,2753,10,352,11,1197,12,2260,1,2187,2,2449,3,2320,4,2761,5,1
2988,7,3010,8,2415,9,2753,10,352,11,1197,12,2260,1,2187,2,2449,3,2320,4,2761,5,2769,6,1
3010,8,2415,9,2753,10,352,11,1197,12,2260,1,2187,2,2449,3,2320,4,2761,5,2769,6,2994,7,1
2415,9,2753,10,352,11,1197,12,2260,1,2187,2,2449,3,2320,4,2761,5,2769,6,2994,7,3121,8,0
2753,10,352,11,1197,12,2260,1,2187,2,2449,3,2320,4,2761,5,2769,6,2994,7,3121,8,2539,9,1
352,11,1197,12,2260,1,2187,2,2449,3,2320,4,2761,5,2769,6,2994,7,3121,8,2539,9,2826,10,0
1197,12,2260,1,2187,2,2449,3,2320,4,2761,5,2769,6,2994,7,3121,8,2539,9,2826,10,1690,11,0
2260,1,2187,2,2449,3,2320,4,2761,5,2769,6,2994,7,3121,8,2539,9,2826,10,1690,11,2053,12,0
2187,2,2449,3,2320,4,2761,5,2769,6,2994,7,3121,8,2539,9,2826,10,1690,11,2053,12,2337,1,0
2449,3,2320,4,2761,5,2769,6,2994,7,3121,8,2539,9,2826,10,1690,11,2053,12,2337,1,2283,2,1
2320,4,2761,5,2769,6,2994,7,3121,8,2539,9,2826,10,1690,11,2053,12,2337,1,2283,2,2873,3,0
2761,5,2769,6,2994,7,3121,8,2539,9,2826,10,1690,11,2053,12,2337,1,2283,2,2873,3,2302,4,1
2769,6,2994,7,3121,8,2539,9,2826,10,1690,11,2053,12,2337,1,2283,2,2873,3,2302,4,2707,5,1
2994,7,3121,8,2539,9,2826,10,1690,11,2053,12,2337,1,2283,2,2873,3,2302,4,2707,5,2714,6,1
3121,8,2539,9,2826,10,1690,11,2053,12,2337,1,2283,2,2873,3,2302,4,2707,5,2714,6,3162,7,1
2539,9,2826,10,1690,11,2053,12,2337,1,2283,2,2873,3,2302,4,2707,5,2714,6,3162,7,3136,8,1
2826,10,1690,11,2053,12,2337,1,2283,2,2873,3,2302,4,2707,5,2714,6,3162,7,3136,8,2946,9,0
1690,11,2053,12,2337,1,2283,2,2873,3,2302,4,2707,5,2714,6,3162,7,3136,8,2946,9,2536,10,0
2053,12,2337,1,2283,2,2873,3,2302,4,2707,5,2714,6,3162,7,3136,8,2946,9,2536,10,0,11,0
2337,1,2283,2,2873,3,2302,4,2707,5,2714,6,3162,7,3136,8,2946,9,2536,10,0,11,0,12,0
2283,2,2873,3,2302,4,2707,5,2714,6,3162,7,3136,8,2946,9,2536,10,0,11,0,12,0,1,0
793,4,2661,5,3430,6,3978,7,3673,8,3149,9,2426,10,2211,11,2493,12,2306,1,1998,2,2567,3,1
2661,5,3430,6,3978,7,3673,8,3149,9,2426,10,2211,11,2493,12,2306,1,1998,2,2567,3,3279,4,1
3430,6,3978,7,3673,8,3149,9,2426,10,2211,11,2493,12,2306,1,1998,2,2567,3,3279,4,3691,5,1
282,10,4549,11,5072,12,4065,1,4863,2,5371,3,4717,4,4694,5,2890,6,2638,7,2977,8,4786,9,1
4549,11,5072,12,4065,1,4863,2,5371,3,4717,4,4694,5,2890,6,2638,7,2977,8,4786,9,4016,10,0
5072,12,4065,1,4863,2,5371,3,4717,4,4694,5,2890,6,2638,7,2977,8,4786,9,4016,10,260,11,0
4065,1,4863,2,5371,3,4717,4,4694,5,2890,6,2638,7,2977,8,4786,9,4016,10,260,11,1101,12,0
4863,2,5371,3,4717,4,4694,5,2890,6,2638,7,2977,8,4786,9,4016,10,260,11,1101,12,2090,1,0
5371,3,4717,4,4694,5,2890,6,2638,7,2977,8,4786,9,4016,10,260,11,1101,12,2090,1,1680,2,0
16734,1,15989,2,18585,3,18989,4,20628,5,19839,6,22665,7,22053,8,20630,9,21424,10,17854,11,19964,12,0
15989,2,18585,3,18989,4,20628,5,19839,6,22665,7,22053,8,20630,9,21424,10,17854,11,19964,12,16860,1,0
18585,3,18989,4,20628,5,19839,6,22665,7,22053,8,20630,9,21424,10,17854,11,19964,12,16860,1,16083,2,1
18989,4,20628,5,19839,6,22665,7,22053,8,20630,9,21424,10,17854,11,19964,12,16860,1,16083,2,19082,3,0
20628,5,19839,6,22665,7,22053,8,20630,9,21424,10,17854,11,19964,12,16860,1,16083,2,19082,3,17346,4,1
19839,6,22665,7,22053,8,20630,9,21424,10,17854,11,19964,12,16860,1,16083,2,19082,3,17346,4,19298,5,1
22665,7,22053,8,20630,9,21424,10,17854,11,19964,12,16860,1,16083,2,19082,3,17346,4,19298,5,18862,6,1
22053,8,20630,9,21424,10,17854,11,19964,12,16860,1,16083,2,19082,3,17346,4,19298,5,18862,6,22079,7,1
20630,9,21424,10,17854,11,19964,12,16860,1,16083,2,19082,3,17346,4,19298,5,18862,6,22079,7,23133,8,0
21424,10,17854,11,19964,12,16860,1,16083,2,19082,3,17346,4,19298,5,18862,6,22079,7,23133,8,19842,9,1
17854,11,19964,12,16860,1,16083,2,19082,3,17346,4,19298,5,18862,6,22079,7,23133,8,19842,9,20266,10,0
19964,12,16860,1,16083,2,19082,3,17346,4,19298,5,18862,6,22079,7,23133,8,19842,9,20266,10,18423,11,0
16860,1,16083,2,19082,3,17346,4,19298,5,18862,6,22079,7,23133,8,19842,9,20266,10,18423,11,18473,12,0
16083,2,19082,3,17346,4,19298,5,18862,6,22079,7,23133,8,19842,9,20266,10,18423,11,18473,12,16778,1,0
19082,3,17346,4,19298,5,18862,6,22079,7,23133,8,19842,9,20266,10,18423,11,18473,12,16778,1,15754,2,0
17346,4,19298,5,18862,6,22079,7,23133,8,19842,9,20266,10,18423,11,18473,12,16778,1,15754,2,17272,3,1
19298,5,18862,6,22079,7,23133,8,19842,9,20266,10,18423,11,18473,12,16778,1,15754,2,17272,3,19542,4,1
18862,6,22079,7,23133,8,19842,9,20266,10,18423,11,18473,12,16778,1,15754,2,17272,3,19542,4,19279,5,1
22079,7,23133,8,19842,9,20266,10,18423,11,18473,12,16778,1,15754,2,17272,3,19542,4,19279,5,18978,6,1
23133,8,19842,9,20266,10,18423,11,18473,12,16778,1,15754,2,17272,3,19542,4,19279,5,18978,6,22692,7,1
19842,9,20266,10,18423,11,18473,12,16778,1,15754,2,17272,3,19542,4,19279,5,18978,6,22692,7,22622,8,1
20266,10,18423,11,18473,12,16778,1,15754,2,17272,3,19542,4,19279,5,18978,6,22692,7,22622,8,21209,9,1
18423,11,18473,12,16778,1,15754,2,17272,3,19542,4,19279,5,18978,6,22692,7,22622,8,21209,9,22551,10,0
18473,12,16778,1,15754,2,17272,3,19542,4,19279,5,18978,6,22692,7,22622,8,21209,9,22551,10,20378,11,0
16778,1,15754,2,17272,3,19542,4,19279,5,18978,6,22692,7,22622,8,21209,9,22551,10,20378,11,19766,12,0
15754,2,17272,3,19542,4,19279,5,18978,6,22692,7,22622,8,21209,9,22551,10,20378,11,19766,12,17278,1,0
17272,3,19542,4,19279,5,18978,6,22692,7,22622,8,21209,9,22551,10,20378,11,19766,12,17278,1,15307,2,1
19542,4,19279,5,18978,6,22692,7,22622,8,21209,9,22551,10,20378,11,19766,12,17278,1,15307,2,21261,3,0
19279,5,18978,6,22692,7,22622,8,21209,9,22551,10,20378,11,19766,12,17278,1,15307,2,21261,3,13831,4,1
18978,6,22692,7,22622,8,21209,9,22551,10,20378,11,19766,12,17278,1,15307,2,21261,3,13831,4,19683,5,1
22692,7,22622,8,21209,9,22551,10,20378,11,19766,12,17278,1,15307,2,21261,3,13831,4,19683,5,20552,6,1
22622,8,21209,9,22551,10,20378,11,19766,12,17278,1,15307,2,21261,3,13831,4,19683,5,20552,6,20949,7,1
21209,9,22551,10,20378,11,19766,12,17278,1,15307,2,21261,3,13831,4,19683,5,20552,6,20949,7,20712,8,1
22551,10,20378,11,19766,12,17278,1,15307,2,21261,3,13831,4,19683,5,20552,6,20949,7,20712,8,19574,9,1
20378,11,19766,12,17278,1,15307,2,21261,3,13831,4,19683,5,20552,6,20949,7,20712,8,19574,9,20221,10,0
19766,12,17278,1,15307,2,21261,3,13831,4,19683,5,20552,6,20949,7,20712,8,19574,9,20221,10,19164,11,0
17278,1,15307,2,21261,3,13831,4,19683,5,20552,6,20949,7,20712,8,19574,9,20221,10,19164,11,18416,12,0
15307,2,21261,3,13831,4,19683,5,20552,6,20949,7,20712,8,19574,9,20221,10,19164,11,18416,12,18005,1,0
21261,3,13831,4,19683,5,20552,6,20949,7,20712,8,19574,9,20221,10,19164,11,18416,12,18005,1,17256,2,1
13831,4,19683,5,20552,6,20949,7,20712,8,19574,9,20221,10,19164,11,18416,12,18005,1,17256,2,20920,3,1
19683,5,20552,6,20949,7,20712,8,19574,9,20221,10,19164,11,18416,12,18005,1,17256,2,20920,3,21077,4,1
20552,6,20949,7,20712,8,19574,9,20221,10,19164,11,18416,12,18005,1,17256,2,20920,3,21077,4,21726,5,1
20949,7,20712,8,19574,9,20221,10,19164,11,18416,12,18005,1,17256,2,20920,3,21077,4,21726,5,20559,6,1
20712,8,19574,9,20221,10,19164,11,18416,12,18005,1,17256,2,20920,3,21077,4,21726,5,20559,6,24665,7,1
19574,9,20221,10,19164,11,18416,12,18005,1,17256,2,20920,3,21077,4,21726,5,20559,6,24665,7,24159,8,1
20221,10,19164,11,18416,12,18005,1,17256,2,20920,3,21077,4,21726,5,20559,6,24665,7,24159,8,22340,9,1
19164,11,18416,12,18005,1,17256,2,20920,3,21077,4,21726,5,20559,6,24665,7,24159,8,22340,9,23047,10,0
18416,12,18005,1,17256,2,20920,3,21077,4,21726,5,20559,6,24665,7,24159,8,22340,9,23047,10,19322,11,0
18005,1,17256,2,20920,3,21077,4,21726,5,20559,6,24665,7,24159,8,22340,9,23047,10,19322,11,20520,12,0
17256,2,20920,3,21077,4,21726,5,20559,6,24665,7,24159,8,22340,9,23047,10,19322,11,20520,12,17675,1,0
20920,3,21077,4,21726,5,20559,6,24665,7,24159,8,22340,9,23047,10,19322,11,20520,12,17675,1,8233,2,0
21077,4,21726,5,20559,6,24665,7,24159,8,22340,9,23047,10,19322,11,20520,12,17675,1,8233,2,9032,3,0
21726,5,20559,6,24665,7,24159,8,22340,9,23047,10,19322,11,20520,12,17675,1,8233,2,9032,3,8220,4,0
20559,6,24665,7,24159,8,22340,9,23047,10,19322,11,20520,12,17675,1,8233,2,9032,3,8220,4,8563,5,0
15026,1,14330,2,19652,3,20149,4,21635,5,21644,6,22422,7,24404,8,22292,9,19911,10,18844,11,17743,12,0
14330,2,19652,3,20149,4,21635,5,21644,6,22422,7,24404,8,22292,9,19911,10,18844,11,17743,12,15139,1,0
19652,3,20149,4,21635,5,21644,6,22422,7,24404,8,22292,9,19911,10,18844,11,17743,12,15139,1,15205,2,1
20149,4,21635,5,21644,6,22422,7,24404,8,22292,9,19911,10,18844,11,17743,12,15139,1,15205,2,19516,3,1
21635,5,21644,6,22422,7,24404,8,22292,9,19911,10,18844,11,17743,12,15139,1,15205,2,19516,3,20186,4,1
21644,6,22422,7,24404,8,22292,9,19911,10,18844,11,17743,12,15139,1,15205,2,19516,3,20186,4,24232,5,1
22422,7,24404,8,22292,9,19911,10,18844,11,17743,12,15139,1,15205,2,19516,3,20186,4,24232,5,24784,6,1
24404,8,22292,9,19911,10,18844,11,17743,12,15139,1,15205,2,19516,3,20186,4,24232,5,24784,6,25960,7,1
22292,9,19911,10,18844,11,17743,12,15139,1,15205,2,19516,3,20186,4,24232,5,24784,6,25960,7,25326,8,1
19911,10,18844,11,17743,12,15139,1,15205,2,19516,3,20186,4,24232,5,24784,6,25960,7,25326,8,23614,9,0
18844,11,17743,12,15139,1,15205,2,19516,3,20186,4,24232,5,24784,6,25960,7,25326,8,23614,9,23644,10,0
17743,12,15139,1,15205,2,19516,3,20186,4,24232,5,24784,6,25960,7,25326,8,23614,9,23644,10,19086,11,0
15139,1,15205,2,19516,3,20186,4,24232,5,24784,6,25960,7,25326,8,23614,9,23644,10,19086,11,19128,12,0
15205,2,19516,3,20186,4,24232,5,24784,6,25960,7,25326,8,23614,9,23644,10,19086,11,19128,12,16579,1,0
19516,3,20186,4,24232,5,24784,6,25960,7,25326,8,23614,9,23644,10,19086,11,19128,12,16579,1,14978,2,1
20186,4,24232,5,24784,6,25960,7,25326,8,23614,9,23644,10,19086,11,19128,12,16579,1,14978,2,19775,3,1
24232,5,24784,6,25960,7,25326,8,23614,9,23644,10,19086,11,19128,12,16579,1,14978,2,19775,3,21485,4,1
24784,6,25960,7,25326,8,23614,9,23644,10,19086,11,19128,12,16579,1,14978,2,19775,3,21485,4,26934,5,1
25960,7,25326,8,23614,9,23644,10,19086,11,19128,12,16579,1,14978,2,19775,3,21485,4,26934,5,26235,6,1
25326,8,23614,9,23644,10,19086,11,19128,12,16579,1,14978,2,19775,3,21485,4,26934,5,26235,6,29500,7,1
23614,9,23644,10,19086,11,19128,12,16579,1,14978,2,19775,3,21485,4,26934,5,26235,6,29500,7,30308,8,0
23644,10,19086,11,19128,12,16579,1,14978,2,19775,3,21485,4,26934,5,26235,6,29500,7,30308,8,24249,9,0
19086,11,19128,12,16579,1,14978,2,19775,3,21485,4,26934,5,26235,6,29500,7,30308,8,24249,9,22302,10,0
19128,12,16579,1,14978,2,19775,3,21485,4,26934,5,26235,6,29500,7,30308,8,24249,9,22302,10,19761,11,0
16579,1,14978,2,19775,3,21485,4,26934,5,26235,6,29500,7,30308,8,24249,9,22302,10,19761,11,18461,12,0
14978,2,19775,3,21485,4,26934,5,26235,6,29500,7,30308,8,24249,9,22302,10,19761,11,18461,12,14005,1,0
19775,3,21485,4,26934,5,26235,6,29500,7,30308,8,24249,9,22302,10,19761,11,18461,12,14005,1,14586,2,0
21485,4,26934,5,26235,6,29500,7,30308,8,24249,9,22302,10,19761,11,18461,12,14005,1,14586,2,16144,3,0
26934,5,26235,6,29500,7,30308,8,24249,9,22302,10,19761,11,18461,12,14005,1,14586,2,16144,3,15912,4,1
26235,6,29500,7,30308,8,24249,9,22302,10,19761,11,18461,12,14005,1,14586,2,16144,3,15912,4,22429,5,1
29500,7,30308,8,24249,9,22302,10,19761,11,18461,12,14005,1,14586,2,16144,3,15912,4,22429,5,22881,6,1
30308,8,24249,9,22302,10,19761,11,18461,12,14005,1,14586,2,16144,3,15912,4,22429,5,22881,6,28220,7,1
24249,9,22302,10,19761,11,18461,12,14005,1,14586,2,16144,3,15912,4,22429,5,22881,6,28220,7,29551,8,1
22302,10,19761,11,18461,12,14005,1,14586,2,16144,3,15912,4,22429,5,22881,6,28220,7,29551,8,27491,9,0
19761,11,18461,12,14005,1,14586,2,16144,3,15912,4,22429,5,22881,6,28220,7,29551,8,27491,9,23465,10,0
18461,12,14005,1,14586,2,16144,3,15912,4,22429,5,22881,6,28220,7,29551,8,27491,9,23465,10,18853,11,0
14005,1,14586,2,16144,3,15912,4,22429,5,22881,6,28220,7,29551,8,27491,9,23465,10,18853,11,13537,12,0
14586,2,16144,3,15912,4,22429,5,22881,6,28220,7,29551,8,27491,9,23465,10,18853,11,13537,12,15230,1,0
16144,3,15912,4,22429,5,22881,6,28220,7,29551,8,27491,9,23465,10,18853,11,13537,12,15230,1,15849,2,0
15912,4,22429,5,22881,6,28220,7,29551,8,27491,9,23465,10,18853,11,13537,12,15230,1,15849,2,18363,3,1
22429,5,22881,6,28220,7,29551,8,27491,9,23465,10,18853,11,13537,12,15230,1,15849,2,18363,3,20021,4,1
22881,6,28220,7,29551,8,27491,9,23465,10,18853,11,13537,12,15230,1,15849,2,18363,3,20021,4,22575,5,1
28220,7,29551,8,27491,9,23465,10,18853,11,13537,12,15230,1,15849,2,18363,3,20021,4,22575,5,22003,6,1
29551,8,27491,9,23465,10,18853,11,13537,12,15230,1,15849,2,18363,3,20021,4,22575,5,22003,6,23977,7,1
27491,9,23465,10,18853,11,13537,12,15230,1,15849,2,18363,3,20021,4,22575,5,22003,6,23977,7,23438,8,1
23465,10,18853,11,13537,12,15230,1,15849,2,18363,3,20021,4,22575,5,22003,6,23977,7,23438,8,23453,9,0
18853,11,13537,12,15230,1,15849,2,18363,3,20021,4,22575,5,22003,6,23977,7,23438,8,23453,9,22219,10,0
13537,12,15230,1,15849,2,18363,3,20021,4,22575,5,22003,6,23977,7,23438,8,23453,9,22219,10,19108,11,0
15230,1,15849,2,18363,3,20021,4,22575,5,22003,6,23977,7,23438,8,23453,9,22219,10,19108,11,19091,12,0
15849,2,18363,3,20021,4,22575,5,22003,6,23977,7,23438,8,23453,9,22219,10,19108,11,19091,12,17361,1,0
18363,3,20021,4,22575,5,22003,6,23977,7,23438,8,23453,9,22219,10,19108,11,19091,12,17361,1,18824,2,1
20021,4,22575,5,22003,6,23977,7,23438,8,23453,9,22219,10,19108,11,19091,12,17361,1,18824,2,20918,3,1
22575,5,22003,6,23977,7,23438,8,23453,9,22219,10,19108,11,19091,12,17361,1,18824,2,20918,3,22131,4,1
22003,6,23977,7,23438,8,23453,9,22219,10,19108,11,19091,12,17361,1,18824,2,20918,3,22131,4,23645,5,1
22452,1,24554,2,28391,3,26587,4,28752,5,27165,6,29061,7,28509,8,27793,9,28493,10,27851,11,26297,12,0
24554,2,28391,3,26587,4,28752,5,27165,6,29061,7,28509,8,27793,9,28493,10,27851,11,26297,12,27046,1,1
28391,3,26587,4,28752,5,27165,6,29061,7,28509,8,27793,9,28493,10,27851,11,26297,12,27046,1,27891,2,1
26587,4,28752,5,27165,6,29061,7,28509,8,27793,9,28493,10,27851,11,26297,12,27046,1,27891,2,31368,3,1
28752,5,27165,6,29061,7,28509,8,27793,9,28493,10,27851,11,26297,12,27046,1,27891,2,31368,3,28412,4,1
27165,6,29061,7,28509,8,27793,9,28493,10,27851,11,26297,12,27046,1,27891,2,31368,3,28412,4,30310,5,1
29061,7,28509,8,27793,9,28493,10,27851,11,26297,12,27046,1,27891,2,31368,3,28412,4,30310,5,30944,6,1
28509,8,27793,9,28493,10,27851,11,26297,12,27046,1,27891,2,31368,3,28412,4,30310,5,30944,6,32523,7,1
27793,9,28493,10,27851,11,26297,12,27046,1,27891,2,31368,3,28412,4,30310,5,30944,6,32523,7,32144,8,0
28493,10,27851,11,26297,12,27046,1,27891,2,31368,3,28412,4,30310,5,30944,6,32523,7,32144,8,28978,9,0
27851,11,26297,12,27046,1,27891,2,31368,3,28412,4,30310,5,30944,6,32523,7,32144,8,28978,9,29309,10,0
26297,12,27046,1,27891,2,31368,3,28412,4,30310,5,30944,6,32523,7,32144,8,28978,9,29309,10,26436,11,0
27046,1,27891,2,31368,3,28412,4,30310,5,30944,6,32523,7,32144,8,28978,9,29309,10,26436,11,25935,12,0
27891,2,31368,3,28412,4,30310,5,30944,6,32523,7,32144,8,28978,9,29309,10,26436,11,25935,12,22378,1,0
31368,3,28412,4,30310,5,30944,6,32523,7,32144,8,28978,9,29309,10,26436,11,25935,12,22378,1,18208,2,0
28412,4,30310,5,30944,6,32523,7,32144,8,28978,9,29309,10,26436,11,25935,12,22378,1,18208,2,22188,3,0
30310,5,30944,6,32523,7,32144,8,28978,9,29309,10,26436,11,25935,12,22378,1,18208,2,22188,3,22785,4,1
30944,6,32523,7,32144,8,28978,9,29309,10,26436,11,25935,12,22378,1,18208,2,22188,3,22785,4,23682,5,0
32523,7,32144,8,28978,9,29309,10,26436,11,25935,12,22378,1,18208,2,22188,3,22785,4,23682,5,21620,6,1
32144,8,28978,9,29309,10,26436,11,25935,12,22378,1,18208,2,22188,3,22785,4,23682,5,21620,6,24659,7,1
28978,9,29309,10,26436,11,25935,12,22378,1,18208,2,22188,3,22785,4,23682,5,21620,6,24659,7,26918,8,1
29309,10,26436,11,25935,12,22378,1,18208,2,22188,3,22785,4,23682,5,21620,6,24659,7,26918,8,25288,9,1
26436,11,25935,12,22378,1,18208,2,22188,3,22785,4,23682,5,21620,6,24659,7,26918,8,25288,9,26368,10,0
25935,12,22378,1,18208,2,22188,3,22785,4,23682,5,21620,6,24659,7,26918,8,25288,9,26368,10,23919,11,0
22378,1,18208,2,22188,3,22785,4,23682,5,21620,6,24659,7,26918,8,25288,9,26368,10,23919,11,22130,12,0
18208,2,22188,3,22785,4,23682,5,21620,6,24659,7,26918,8,25288,9,26368,10,23919,11,22130,12,22976,1,0
22188,3,22785,4,23682,5,21620,6,24659,7,26918,8,25288,9,26368,10,23919,11,22130,12,22976,1,23803,2,1
22785,4,23682,5,21620,6,24659,7,26918,8,25288,9,26368,10,23919,11,22130,12,22976,1,23803,2,25087,3,0
23682,5,21620,6,24659,7,26918,8,25288,9,26368,10,23919,11,22130,12,22976,1,23803,2,25087,3,20311,4,1
21620,6,24659,7,26918,8,25288,9,26368,10,23919,11,22130,12,22976,1,23803,2,25087,3,20311,4,27029,5,0
24659,7,26918,8,25288,9,26368,10,23919,11,22130,12,22976,1,23803,2,25087,3,20311,4,27029,5,22182,6,1
26918,8,25288,9,26368,10,23919,11,22130,12,22976,1,23803,2,25087,3,20311,4,27029,5,22182,6,29222,7,1
25288,9,26368,10,23919,11,22130,12,22976,1,23803,2,25087,3,20311,4,27029,5,22182,6,29222,7,35491,8,1
26368,10,23919,11,22130,12,22976,1,23803,2,25087,3,20311,4,27029,5,22182,6,29222,7,35491,8,33473,9,1
23919,11,22130,12,22976,1,23803,2,25087,3,20311,4,27029,5,22182,6,29222,7,35491,8,33473,9,33693,10,1
22130,12,22976,1,23803,2,25087,3,20311,4,27029,5,22182,6,29222,7,35491,8,33473,9,33693,10,31351,11,0
22976,1,23803,2,25087,3,20311,4,27029,5,22182,6,29222,7,35491,8,33473,9,33693,10,31351,11,30739,12,0
23803,2,25087,3,20311,4,27029,5,22182,6,29222,7,35491,8,33473,9,33693,10,31351,11,30739,12,31464,1,0
