attr0,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24
2763,6,3025,7,3224,8,2605,9,2832,10,2049,11,2344,12,1506,1,1463,2,1644,3,1713,4,1927,5,1
3025,7,3224,8,2605,9,2832,10,2049,11,2344,12,1506,1,1463,2,1644,3,1713,4,1927,5,2048,6,1
3224,8,2605,9,2832,10,2049,11,2344,12,1506,1,1463,2,1644,3,1713,4,1927,5,2048,6,2485,7,1
2605,9,2832,10,2049,11,2344,12,1506,1,1463,2,1644,3,1713,4,1927,5,2048,6,2485,7,2507,8,1
2832,10,2049,11,2344,12,1506,1,1463,2,1644,3,1713,4,1927,5,2048,6,2485,7,2507,8,2286,9,0
2049,11,2344,12,1506,1,1463,2,1644,3,1713,4,1927,5,2048,6,2485,7,2507,8,2286,9,2105,10,0
2344,12,1506,1,1463,2,1644,3,1713,4,1927,5,2048,6,2485,7,2507,8,2286,9,2105,10,1693,11,0
1506,1,1463,2,1644,3,1713,4,1927,5,2048,6,2485,7,2507,8,2286,9,2105,10,1693,11,1756,12,0
1463,2,1644,3,1713,4,1927,5,2048,6,2485,7,2507,8,2286,9,2105,10,1693,11,1756,12,1331,1,0
1644,3,1713,4,1927,5,2048,6,2485,7,2507,8,2286,9,2105,10,1693,11,1756,12,1331,1,1304,2,1
1713,4,1927,5,2048,6,2485,7,2507,8,2286,9,2105,10,1693,11,1756,12,1331,1,1304,2,1793,3,1
1927,5,2048,6,2485,7,2507,8,2286,9,2105,10,1693,11,1756,12,1331,1,1304,2,1793,3,2172,4,1
2048,6,2485,7,2507,8,2286,9,2105,10,1693,11,1756,12,1331,1,1304,2,1793,3,2172,4,2285,5,1
2485,7,2507,8,2286,9,2105,10,1693,11,1756,12,1331,1,1304,2,1793,3,2172,4,2285,5,2337,6,1
2507,8,2286,9,2105,10,1693,11,1756,12,1331,1,1304,2,1793,3,2172,4,2285,5,2337,6,2280,7,1
2286,9,2105,10,1693,11,1756,12,1331,1,1304,2,1793,3,2172,4,2285,5,2337,6,2280,7,2312,8,1
2105,10,1693,11,1756,12,1331,1,1304,2,1793,3,2172,4,2285,5,2337,6,2280,7,2312,8,2205,9,1
1693,11,1756,12,1331,1,1304,2,1793,3,2172,4,2285,5,2337,6,2280,7,2312,8,2205,9,2267,10,0
1756,12,1331,1,1304,2,1793,3,2172,4,2285,5,2337,6,2280,7,2312,8,2205,9,2267,10,1793,11,0
1331,1,1304,2,1793,3,2172,4,2285,5,2337,6,2280,7,2312,8,2205,9,2267,10,1793,11,1968,12,0
1304,2,1793,3,2172,4,2285,5,2337,6,2280,7,2312,8,2205,9,2267,10,1793,11,1968,12,1460,1,0
1793,3,2172,4,2285,5,2337,6,2280,7,2312,8,2205,9,2267,10,1793,11,1968,12,1460,1,1641,2,0
2172,4,2285,5,2337,6,2280,7,2312,8,2205,9,2267,10,1793,11,1968,12,1460,1,1641,2,1735,3,1
2285,5,2337,6,2280,7,2312,8,2205,9,2267,10,1793,11,1968,12,1460,1,1641,2,1735,3,2056,4,0
7448,1,7057,2,8841,3,9444,4,9161,5,9870,6,10810,7,9502,8,9398,9,9259,10,7700,11,7697,12,0
7057,2,8841,3,9444,4,9161,5,9870,6,10810,7,9502,8,9398,9,9259,10,7700,11,7697,12,6998,1,0
8841,3,9444,4,9161,5,9870,6,10810,7,9502,8,9398,9,9259,10,7700,11,7697,12,6998,1,7420,2,1
9444,4,9161,5,9870,6,10810,7,9502,8,9398,9,9259,10,7700,11,7697,12,6998,1,7420,2,9723,3,1
9161,5,9870,6,10810,7,9502,8,9398,9,9259,10,7700,11,7697,12,6998,1,7420,2,9723,3,9246,4,1
9870,6,10810,7,9502,8,9398,9,9259,10,7700,11,7697,12,6998,1,7420,2,9723,3,9246,4,9760,5,1
10810,7,9502,8,9398,9,9259,10,7700,11,7697,12,6998,1,7420,2,9723,3,9246,4,9760,5,9604,6,1
9502,8,9398,9,9259,10,7700,11,7697,12,6998,1,7420,2,9723,3,9246,4,9760,5,9604,6,9072,7,1
9398,9,9259,10,7700,11,7697,12,6998,1,7420,2,9723,3,9246,4,9760,5,9604,6,9072,7,9779,8,1
9259,10,7700,11,7697,12,6998,1,7420,2,9723,3,9246,4,9760,5,9604,6,9072,7,9779,8,9558,9,1
7700,11,7697,12,6998,1,7420,2,9723,3,9246,4,9760,5,9604,6,9072,7,9779,8,9558,9,9538,10,0
7697,12,6998,1,7420,2,9723,3,9246,4,9760,5,9604,6,9072,7,9779,8,9558,9,9538,10,7623,11,0
6998,1,7420,2,9723,3,9246,4,9760,5,9604,6,9072,7,9779,8,9558,9,9538,10,7623,11,7472,12,0
7420,2,9723,3,9246,4,9760,5,9604,6,9072,7,9779,8,9558,9,9538,10,7623,11,7472,12,6768,1,0
9723,3,9246,4,9760,5,9604,6,9072,7,9779,8,9558,9,9538,10,7623,11,7472,12,6768,1,6300,2,1
9246,4,9760,5,9604,6,9072,7,9779,8,9558,9,9538,10,7623,11,7472,12,6768,1,6300,2,8590,3,1
9760,5,9604,6,9072,7,9779,8,9558,9,9538,10,7623,11,7472,12,6768,1,6300,2,8590,3,12561,4,1
9604,6,9072,7,9779,8,9558,9,9538,10,7623,11,7472,12,6768,1,6300,2,8590,3,12561,4,13001,5,1
9072,7,9779,8,9558,9,9538,10,7623,11,7472,12,6768,1,6300,2,8590,3,12561,4,13001,5,11958,6,1
9779,8,9558,9,9538,10,7623,11,7472,12,6768,1,6300,2,8590,3,12561,4,13001,5,11958,6,13850,7,1
9558,9,9538,10,7623,11,7472,12,6768,1,6300,2,8590,3,12561,4,13001,5,11958,6,13850,7,15904,8,1
9538,10,7623,11,7472,12,6768,1,6300,2,8590,3,12561,4,13001,5,11958,6,13850,7,15904,8,13215,9,1
7623,11,7472,12,6768,1,6300,2,8590,3,12561,4,13001,5,11958,6,13850,7,15904,8,13215,9,13902,10,0
7472,12,6768,1,6300,2,8590,3,12561,4,13001,5,11958,6,13850,7,15904,8,13215,9,13902,10,9700,11,0
6768,1,6300,2,8590,3,12561,4,13001,5,11958,6,13850,7,15904,8,13215,9,13902,10,9700,11,10375,12,0
6300,2,8590,3,12561,4,13001,5,11958,6,13850,7,15904,8,13215,9,13902,10,9700,11,10375,12,8483,1,0
8590,3,12561,4,13001,5,11958,6,13850,7,15904,8,13215,9,13902,10,9700,11,10375,12,8483,1,9144,2,1
12561,4,13001,5,11958,6,13850,7,15904,8,13215,9,13902,10,9700,11,10375,12,8483,1,9144,2,11611,3,0
13001,5,11958,6,13850,7,15904,8,13215,9,13902,10,9700,11,10375,12,8483,1,9144,2,11611,3,9715,4,1
11958,6,13850,7,15904,8,13215,9,13902,10,9700,11,10375,12,8483,1,9144,2,11611,3,9715,4,11627,5,1
13850,7,15904,8,13215,9,13902,10,9700,11,10375,12,8483,1,9144,2,11611,3,9715,4,11627,5,11461,6,1
15904,8,13215,9,13902,10,9700,11,10375,12,8483,1,9144,2,11611,3,9715,4,11627,5,11461,6,11126,7,1
13215,9,13902,10,9700,11,10375,12,8483,1,9144,2,11611,3,9715,4,11627,5,11461,6,11126,7,10810,8,1
13902,10,9700,11,10375,12,8483,1,9144,2,11611,3,9715,4,11627,5,11461,6,11126,7,10810,8,11587,9,1
9700,11,10375,12,8483,1,9144,2,11611,3,9715,4,11627,5,11461,6,11126,7,10810,8,11587,9,12077,10,0
10375,12,8483,1,9144,2,11611,3,9715,4,11627,5,11461,6,11126,7,10810,8,11587,9,12077,10,11353,11,0
8483,1,9144,2,11611,3,9715,4,11627,5,11461,6,11126,7,10810,8,11587,9,12077,10,11353,11,11312,12,0
9144,2,11611,3,9715,4,11627,5,11461,6,11126,7,10810,8,11587,9,12077,10,11353,11,11312,12,10730,1,0
11611,3,9715,4,11627,5,11461,6,11126,7,10810,8,11587,9,12077,10,11353,11,11312,12,10730,1,10567,2,1
9715,4,11627,5,11461,6,11126,7,10810,8,11587,9,12077,10,11353,11,11312,12,10730,1,10567,2,13107,3,1
11627,5,11461,6,11126,7,10810,8,11587,9,12077,10,11353,11,11312,12,10730,1,10567,2,13107,3,11997,4,1
11461,6,11126,7,10810,8,11587,9,12077,10,11353,11,11312,12,10730,1,10567,2,13107,3,11997,4,12325,5,1
11126,7,10810,8,11587,9,12077,10,11353,11,11312,12,10730,1,10567,2,13107,3,11997,4,12325,5,12124,6,1
10810,8,11587,9,12077,10,11353,11,11312,12,10730,1,10567,2,13107,3,11997,4,12325,5,12124,6,12766,7,1
11587,9,12077,10,11353,11,11312,12,10730,1,10567,2,13107,3,11997,4,12325,5,12124,6,12766,7,13361,8,0
12077,10,11353,11,11312,12,10730,1,10567,2,13107,3,11997,4,12325,5,12124,6,12766,7,13361,8,11929,9,0
11353,11,11312,12,10730,1,10567,2,13107,3,11997,4,12325,5,12124,6,12766,7,13361,8,11929,9,11736,10,0
11312,12,10730,1,10567,2,13107,3,11997,4,12325,5,12124,6,12766,7,13361,8,11929,9,11736,10,4717,11,0
10730,1,10567,2,13107,3,11997,4,12325,5,12124,6,12766,7,13361,8,11929,9,11736,10,4717,11,6669,12,0
10567,2,13107,3,11997,4,12325,5,12124,6,12766,7,13361,8,11929,9,11736,10,4717,11,6669,12,5625,1,0
13107,3,11997,4,12325,5,12124,6,12766,7,13361,8,11929,9,11736,10,4717,11,6669,12,5625,1,7171,2,0
11997,4,12325,5,12124,6,12766,7,13361,8,11929,9,11736,10,4717,11,6669,12,5625,1,7171,2,7348,3,1
12325,5,12124,6,12766,7,13361,8,11929,9,11736,10,4717,11,6669,12,5625,1,7171,2,7348,3,7722,4,1
12124,6,12766,7,13361,8,11929,9,11736,10,4717,11,6669,12,5625,1,7171,2,7348,3,7722,4,8033,5,1
13752,1,12652,2,16363,3,19287,4,20133,5,19703,6,22149,7,24142,8,22105,9,20788,10,17530,11,17322,12,0
12652,2,16363,3,19287,4,20133,5,19703,6,22149,7,24142,8,22105,9,20788,10,17530,11,17322,12,15702,1,0
16363,3,19287,4,20133,5,19703,6,22149,7,24142,8,22105,9,20788,10,17530,11,17322,12,15702,1,14812,2,1
19287,4,20133,5,19703,6,22149,7,24142,8,22105,9,20788,10,17530,11,17322,12,15702,1,14812,2,18122,3,1
20133,5,19703,6,22149,7,24142,8,22105,9,20788,10,17530,11,17322,12,15702,1,14812,2,18122,3,20385,4,1
19703,6,22149,7,24142,8,22105,9,20788,10,17530,11,17322,12,15702,1,14812,2,18122,3,20385,4,21190,5,1
22149,7,24142,8,22105,9,20788,10,17530,11,17322,12,15702,1,14812,2,18122,3,20385,4,21190,5,19960,6,1
24142,8,22105,9,20788,10,17530,11,17322,12,15702,1,14812,2,18122,3,20385,4,21190,5,19960,6,21274,7,1
22105,9,20788,10,17530,11,17322,12,15702,1,14812,2,18122,3,20385,4,21190,5,19960,6,21274,7,22634,8,1
20788,10,17530,11,17322,12,15702,1,14812,2,18122,3,20385,4,21190,5,19960,6,21274,7,22634,8,21008,9,0
17530,11,17322,12,15702,1,14812,2,18122,3,20385,4,21190,5,19960,6,21274,7,22634,8,21008,9,20606,10,0
17322,12,15702,1,14812,2,18122,3,20385,4,21190,5,19960,6,21274,7,22634,8,21008,9,20606,10,17759,11,0
15702,1,14812,2,18122,3,20385,4,21190,5,19960,6,21274,7,22634,8,21008,9,20606,10,17759,11,16509,12,0
14812,2,18122,3,20385,4,21190,5,19960,6,21274,7,22634,8,21008,9,20606,10,17759,11,16509,12,14602,1,0
18122,3,20385,4,21190,5,19960,6,21274,7,22634,8,21008,9,20606,10,17759,11,16509,12,14602,1,14164,2,1
20385,4,21190,5,19960,6,21274,7,22634,8,21008,9,20606,10,17759,11,16509,12,14602,1,14164,2,18480,3,1
21190,5,19960,6,21274,7,22634,8,21008,9,20606,10,17759,11,16509,12,14602,1,14164,2,18480,3,21068,4,1
19960,6,21274,7,22634,8,21008,9,20606,10,17759,11,16509,12,14602,1,14164,2,18480,3,21068,4,22578,5,1
21274,7,22634,8,21008,9,20606,10,17759,11,16509,12,14602,1,14164,2,18480,3,21068,4,22578,5,22351,6,1
22634,8,21008,9,20606,10,17759,11,16509,12,14602,1,14164,2,18480,3,21068,4,22578,5,22351,6,23340,7,1
21008,9,20606,10,17759,11,16509,12,14602,1,14164,2,18480,3,21068,4,22578,5,22351,6,23340,7,24767,8,1
20606,10,17759,11,16509,12,14602,1,14164,2,18480,3,21068,4,22578,5,22351,6,23340,7,24767,8,22614,9,1
17759,11,16509,12,14602,1,14164,2,18480,3,21068,4,22578,5,22351,6,23340,7,24767,8,22614,9,23835,10,0
16509,12,14602,1,14164,2,18480,3,21068,4,22578,5,22351,6,23340,7,24767,8,22614,9,23835,10,19891,11,0
14602,1,14164,2,18480,3,21068,4,22578,5,22351,6,23340,7,24767,8,22614,9,23835,10,19891,11,20298,12,0
14164,2,18480,3,21068,4,22578,5,22351,6,23340,7,24767,8,22614,9,23835,10,19891,11,20298,12,18402,1,0
18480,3,21068,4,22578,5,22351,6,23340,7,24767,8,22614,9,23835,10,19891,11,20298,12,18402,1,18174,2,0
21068,4,22578,5,22351,6,23340,7,24767,8,22614,9,23835,10,19891,11,20298,12,18402,1,18174,2,19448,3,0
22578,5,22351,6,23340,7,24767,8,22614,9,23835,10,19891,11,20298,12,18402,1,18174,2,19448,3,16303,4,1
22351,6,23340,7,24767,8,22614,9,23835,10,19891,11,20298,12,18402,1,18174,2,19448,3,16303,4,20807,5,1
23340,7,24767,8,22614,9,23835,10,19891,11,20298,12,18402,1,18174,2,19448,3,16303,4,20807,5,19677,6,1
24767,8,22614,9,23835,10,19891,11,20298,12,18402,1,18174,2,19448,3,16303,4,20807,5,19677,6,21206,7,1
22614,9,23835,10,19891,11,20298,12,18402,1,18174,2,19448,3,16303,4,20807,5,19677,6,21206,7,22172,8,1
23835,10,19891,11,20298,12,18402,1,18174,2,19448,3,16303,4,20807,5,19677,6,21206,7,22172,8,21238,9,1
19891,11,20298,12,18402,1,18174,2,19448,3,16303,4,20807,5,19677,6,21206,7,22172,8,21238,9,21427,10,0
20298,12,18402,1,18174,2,19448,3,16303,4,20807,5,19677,6,21206,7,22172,8,21238,9,21427,10,18862,11,0
18402,1,18174,2,19448,3,16303,4,20807,5,19677,6,21206,7,22172,8,21238,9,21427,10,18862,11,18304,12,0
18174,2,19448,3,16303,4,20807,5,19677,6,21206,7,22172,8,21238,9,21427,10,18862,11,18304,12,16619,1,0
19448,3,16303,4,20807,5,19677,6,21206,7,22172,8,21238,9,21427,10,18862,11,18304,12,16619,1,17149,2,1
16303,4,20807,5,19677,6,21206,7,22172,8,21238,9,21427,10,18862,11,18304,12,16619,1,17149,2,19795,3,1
20807,5,19677,6,21206,7,22172,8,21238,9,21427,10,18862,11,18304,12,16619,1,17149,2,19795,3,19465,4,1
19677,6,21206,7,22172,8,21238,9,21427,10,18862,11,18304,12,16619,1,17149,2,19795,3,19465,4,20007,5,1
21206,7,22172,8,21238,9,21427,10,18862,11,18304,12,16619,1,17149,2,19795,3,19465,4,20007,5,18829,6,1
22172,8,21238,9,21427,10,18862,11,18304,12,16619,1,17149,2,19795,3,19465,4,20007,5,18829,6,20204,7,1
21238,9,21427,10,18862,11,18304,12,16619,1,17149,2,19795,3,19465,4,20007,5,18829,6,20204,7,19873,8,1
21427,10,18862,11,18304,12,16619,1,17149,2,19795,3,19465,4,20007,5,18829,6,20204,7,19873,8,20052,9,1
18862,11,18304,12,16619,1,17149,2,19795,3,19465,4,20007,5,18829,6,20204,7,19873,8,20052,9,20688,10,1
18304,12,16619,1,17149,2,19795,3,19465,4,20007,5,18829,6,20204,7,19873,8,20052,9,20688,10,21689,11,1
16619,1,17149,2,19795,3,19465,4,20007,5,18829,6,20204,7,19873,8,20052,9,20688,10,21689,11,20899,12,0
17149,2,19795,3,19465,4,20007,5,18829,6,20204,7,19873,8,20052,9,20688,10,21689,11,20899,12,19861,1,0
19795,3,19465,4,20007,5,18829,6,20204,7,19873,8,20052,9,20688,10,21689,11,20899,12,19861,1,18372,2,0
19465,4,20007,5,18829,6,20204,7,19873,8,20052,9,20688,10,21689,11,20899,12,19861,1,18372,2,17763,3,0
20007,5,18829,6,20204,7,19873,8,20052,9,20688,10,21689,11,20899,12,19861,1,18372,2,17763,3,15465,4,0
18829,6,20204,7,19873,8,20052,9,20688,10,21689,11,20899,12,19861,1,18372,2,17763,3,15465,4,17135,5,0
22603,1,23573,2,32956,3,34426,4,37197,5,33362,6,31678,7,34173,8,38150,9,36447,10,23495,11,20902,12,0
23573,2,32956,3,34426,4,37197,5,33362,6,31678,7,34173,8,38150,9,36447,10,23495,11,20902,12,18917,1,0
32956,3,34426,4,37197,5,33362,6,31678,7,34173,8,38150,9,36447,10,23495,11,20902,12,18917,1,17601,2,0
34426,4,37197,5,33362,6,31678,7,34173,8,38150,9,36447,10,23495,11,20902,12,18917,1,17601,2,22372,3,1
37197,5,33362,6,31678,7,34173,8,38150,9,36447,10,23495,11,20902,12,18917,1,17601,2,22372,3,25364,4,1
33362,6,31678,7,34173,8,38150,9,36447,10,23495,11,20902,12,18917,1,17601,2,22372,3,25364,4,29023,5,1
31678,7,34173,8,38150,9,36447,10,23495,11,20902,12,18917,1,17601,2,22372,3,25364,4,29023,5,25346,6,1
34173,8,38150,9,36447,10,23495,11,20902,12,18917,1,17601,2,22372,3,25364,4,29023,5,25346,6,24143,7,1
38150,9,36447,10,23495,11,20902,12,18917,1,17601,2,22372,3,25364,4,29023,5,25346,6,24143,7,26968,8,1
36447,10,23495,11,20902,12,18917,1,17601,2,22372,3,25364,4,29023,5,25346,6,24143,7,26968,8,30213,9,1
23495,11,20902,12,18917,1,17601,2,22372,3,25364,4,29023,5,25346,6,24143,7,26968,8,30213,9,29453,10,0
20902,12,18917,1,17601,2,22372,3,25364,4,29023,5,25346,6,24143,7,26968,8,30213,9,29453,10,23639,11,0
18917,1,17601,2,22372,3,25364,4,29023,5,25346,6,24143,7,26968,8,30213,9,29453,10,23639,11,19209,12,0
17601,2,22372,3,25364,4,29023,5,25346,6,24143,7,26968,8,30213,9,29453,10,23639,11,19209,12,16999,1,0
22372,3,25364,4,29023,5,25346,6,24143,7,26968,8,30213,9,29453,10,23639,11,19209,12,16999,1,13302,2,0
25364,4,29023,5,25346,6,24143,7,26968,8,30213,9,29453,10,23639,11,19209,12,16999,1,13302,2,17763,3,1
29023,5,25346,6,24143,7,26968,8,30213,9,29453,10,23639,11,19209,12,16999,1,13302,2,17763,3,21274,4,1
25346,6,24143,7,26968,8,30213,9,29453,10,23639,11,19209,12,16999,1,13302,2,17763,3,21274,4,25879,5,1
24143,7,26968,8,30213,9,29453,10,23639,11,19209,12,16999,1,13302,2,17763,3,21274,4,25879,5,23499,6,1
26968,8,30213,9,29453,10,23639,11,19209,12,16999,1,13302,2,17763,3,21274,4,25879,5,23499,6,25416,7,1
30213,9,29453,10,23639,11,19209,12,16999,1,13302,2,17763,3,21274,4,25879,5,23499,6,25416,7,28059,8,1
29453,10,23639,11,19209,12,16999,1,13302,2,17763,3,21274,4,25879,5,23499,6,25416,7,28059,8,29766,9,1
23639,11,19209,12,16999,1,13302,2,17763,3,21274,4,25879,5,23499,6,25416,7,28059,8,29766,9,29460,10,0
19209,12,16999,1,13302,2,17763,3,21274,4,25879,5,23499,6,25416,7,28059,8,29766,9,29460,10,22848,11,0
16999,1,13302,2,17763,3,21274,4,25879,5,23499,6,25416,7,28059,8,29766,9,29460,10,22848,11,21006,12,0
13302,2,17763,3,21274,4,25879,5,23499,6,25416,7,28059,8,29766,9,29460,10,22848,11,21006,12,18491,1,0
17763,3,21274,4,25879,5,23499,6,25416,7,28059,8,29766,9,29460,10,22848,11,21006,12,18491,1,16387,2,0
21274,4,25879,5,23499,6,25416,7,28059,8,29766,9,29460,10,22848,11,21006,12,18491,1,16387,2,20552,3,0
25879,5,23499,6,25416,7,28059,8,29766,9,29460,10,22848,11,21006,12,18491,1,16387,2,20552,3,18641,4,1
23499,6,25416,7,28059,8,29766,9,29460,10,22848,11,21006,12,18491,1,16387,2,20552,3,18641,4,25543,5,1
25416,7,28059,8,29766,9,29460,10,22848,11,21006,12,18491,1,16387,2,20552,3,18641,4,25543,5,24814,6,1
28059,8,29766,9,29460,10,22848,11,21006,12,18491,1,16387,2,20552,3,18641,4,25543,5,24814,6,25435,7,1
29766,9,29460,10,22848,11,21006,12,18491,1,16387,2,20552,3,18641,4,25543,5,24814,6,25435,7,27903,8,1
29460,10,22848,11,21006,12,18491,1,16387,2,20552,3,18641,4,25543,5,24814,6,25435,7,27903,8,27753,9,1
22848,11,21006,12,18491,1,16387,2,20552,3,18641,4,25543,5,24814,6,25435,7,27903,8,27753,9,27384,10,1
21006,12,18491,1,16387,2,20552,3,18641,4,25543,5,24814,6,25435,7,27903,8,27753,9,27384,10,30643,11,0
18491,1,16387,2,20552,3,18641,4,25543,5,24814,6,25435,7,27903,8,27753,9,27384,10,30643,11,26592,12,0
16387,2,20552,3,18641,4,25543,5,24814,6,25435,7,27903,8,27753,9,27384,10,30643,11,26592,12,23928,1,0
20552,3,18641,4,25543,5,24814,6,25435,7,27903,8,27753,9,27384,10,30643,11,26592,12,23928,1,23641,2,1
18641,4,25543,5,24814,6,25435,7,27903,8,27753,9,27384,10,30643,11,26592,12,23928,1,23641,2,32383,3,1
25543,5,24814,6,25435,7,27903,8,27753,9,27384,10,30643,11,26592,12,23928,1,23641,2,32383,3,34658,4,1
24814,6,25435,7,27903,8,27753,9,27384,10,30643,11,26592,12,23928,1,23641,2,32383,3,34658,4,38215,5,1
25435,7,27903,8,27753,9,27384,10,30643,11,26592,12,23928,1,23641,2,32383,3,34658,4,38215,5,35066,6,1
27903,8,27753,9,27384,10,30643,11,26592,12,23928,1,23641,2,32383,3,34658,4,38215,5,35066,6,36225,7,1
27753,9,27384,10,30643,11,26592,12,23928,1,23641,2,32383,3,34658,4,38215,5,35066,6,36225,7,38157,8,1
27384,10,30643,11,26592,12,23928,1,23641,2,32383,3,34658,4,38215,5,35066,6,36225,7,38157,8,38729,9,1
30643,11,26592,12,23928,1,23641,2,32383,3,34658,4,38215,5,35066,6,36225,7,38157,8,38729,9,39919,10,0
26592,12,23928,1,23641,2,32383,3,34658,4,38215,5,35066,6,36225,7,38157,8,38729,9,39919,10,32468,11,0
23928,1,23641,2,32383,3,34658,4,38215,5,35066,6,36225,7,38157,8,38729,9,39919,10,32468,11,28716,12,0
23641,2,32383,3,34658,4,38215,5,35066,6,36225,7,38157,8,38729,9,39919,10,32468,11,28716,12,27618,1,0
32383,3,34658,4,38215,5,35066,6,36225,7,38157,8,38729,9,39919,10,32468,11,28716,12,27618,1,23169,2,0
34658,4,38215,5,35066,6,36225,7,38157,8,38729,9,39919,10,32468,11,28716,12,27618,1,23169,2,27965,3,1
38215,5,35066,6,36225,7,38157,8,38729,9,39919,10,32468,11,28716,12,27618,1,23169,2,27965,3,30282,4,1
35066,6,36225,7,38157,8,38729,9,39919,10,32468,11,28716,12,27618,1,23169,2,27965,3,30282,4,33142,5,1
2520,1,2915,2,3567,3,3763,4,4495,5,4043,6,4168,7,4045,8,3917,9,3658,10,4456,11,5018,12,1
2915,2,3567,3,3763,4,4495,5,4043,6,4168,7,4045,8,3917,9,3658,10,4456,11,5018,12,4962,1,1
3567,3,3763,4,4495,5,4043,6,4168,7,4045,8,3917,9,3658,10,4456,11,5018,12,4962,1,5082,2,1
3763,4,4495,5,4043,6,4168,7,4045,8,3917,9,3658,10,4456,11,5018,12,4962,1,5082,2,5785,3,1
4495,5,4043,6,4168,7,4045,8,3917,9,3658,10,4456,11,5018,12,4962,1,5082,2,5785,3,5031,4,1
4043,6,4168,7,4045,8,3917,9,3658,10,4456,11,5018,12,4962,1,5082,2,5785,3,5031,4,5888,5,1
4168,7,4045,8,3917,9,3658,10,4456,11,5018,12,4962,1,5082,2,5785,3,5031,4,5888,5,5726,6,1
4045,8,3917,9,3658,10,4456,11,5018,12,4962,1,5082,2,5785,3,5031,4,5888,5,5726,6,5487,7,1
3917,9,3658,10,4456,11,5018,12,4962,1,5082,2,5785,3,5031,4,5888,5,5726,6,5487,7,5564,8,0
3658,10,4456,11,5018,12,4962,1,5082,2,5785,3,5031,4,5888,5,5726,6,5487,7,5564,8,5154,9,0
4456,11,5018,12,4962,1,5082,2,5785,3,5031,4,5888,5,5726,6,5487,7,5564,8,5154,9,5331,10,0
5018,12,4962,1,5082,2,5785,3,5031,4,5888,5,5726,6,5487,7,5564,8,5154,9,5331,10,5198,11,0
4962,1,5082,2,5785,3,5031,4,5888,5,5726,6,5487,7,5564,8,5154,9,5331,10,5198,11,5240,12,1
5082,2,5785,3,5031,4,5888,5,5726,6,5487,7,5564,8,5154,9,5331,10,5198,11,5240,12,5745,1,1
5785,3,5031,4,5888,5,5726,6,5487,7,5564,8,5154,9,5331,10,5198,11,5240,12,5745,1,6193,2,1
5031,4,5888,5,5726,6,5487,7,5564,8,5154,9,5331,10,5198,11,5240,12,5745,1,6193,2,6858,3,1
5888,5,5726,6,5487,7,5564,8,5154,9,5331,10,5198,11,5240,12,5745,1,6193,2,6858,3,8153,4,1
5726,6,5487,7,5564,8,5154,9,5331,10,5198,11,5240,12,5745,1,6193,2,6858,3,8153,4,9031,5,1
5487,7,5564,8,5154,9,5331,10,5198,11,5240,12,5745,1,6193,2,6858,3,8153,4,9031,5,8090,6,1
5564,8,5154,9,5331,10,5198,11,5240,12,5745,1,6193,2,6858,3,8153,4,9031,5,8090,6,8436,7,1
5154,9,5331,10,5198,11,5240,12,5745,1,6193,2,6858,3,8153,4,9031,5,8090,6,8436,7,9632,8,0
5331,10,5198,11,5240,12,5745,1,6193,2,6858,3,8153,4,9031,5,8090,6,8436,7,9632,8,8361,9,1
5198,11,5240,12,5745,1,6193,2,6858,3,8153,4,9031,5,8090,6,8436,7,9632,8,8361,9,8813,10,0
5240,12,5745,1,6193,2,6858,3,8153,4,9031,5,8090,6,8436,7,9632,8,8361,9,8813,10,8076,11,0
5745,1,6193,2,6858,3,8153,4,9031,5,8090,6,8436,7,9632,8,8361,9,8813,10,8076,11,6794,12,0
6193,2,6858,3,8153,4,9031,5,8090,6,8436,7,9632,8,8361,9,8813,10,8076,11,6794,12,6908,1,0
6858,3,8153,4,9031,5,8090,6,8436,7,9632,8,8361,9,8813,10,8076,11,6794,12,6908,1,7777,2,1
8153,4,9031,5,8090,6,8436,7,9632,8,8361,9,8813,10,8076,11,6794,12,6908,1,7777,2,9295,3,0
9031,5,8090,6,8436,7,9632,8,8361,9,8813,10,8076,11,6794,12,6908,1,7777,2,9295,3,7363,4,1
8090,6,8436,7,9632,8,8361,9,8813,10,8076,11,6794,12,6908,1,7777,2,9295,3,7363,4,9350,5,1
8436,7,9632,8,8361,9,8813,10,8076,11,6794,12,6908,1,7777,2,9295,3,7363,4,9350,5,9124,6,1
9632,8,8361,9,8813,10,8076,11,6794,12,6908,1,7777,2,9295,3,7363,4,9350,5,9124,6,10863,7,1
8361,9,8813,10,8076,11,6794,12,6908,1,7777,2,9295,3,7363,4,9350,5,9124,6,10863,7,14525,8,1
8813,10,8076,11,6794,12,6908,1,7777,2,9295,3,7363,4,9350,5,9124,6,10863,7,14525,8,12551,9,1
8076,11,6794,12,6908,1,7777,2,9295,3,7363,4,9350,5,9124,6,10863,7,14525,8,12551,9,12362,10,0
6794,12,6908,1,7777,2,9295,3,7363,4,9350,5,9124,6,10863,7,14525,8,12551,9,12362,10,9268,11,0
6908,1,7777,2,9295,3,7363,4,9350,5,9124,6,10863,7,14525,8,12551,9,12362,10,9268,11,9895,12,0
7777,2,9295,3,7363,4,9350,5,9124,6,10863,7,14525,8,12551,9,12362,10,9268,11,9895,12,9707,1,0
