CS_TargetRate;E_AssumedEC;M_ID;RT_CLen_P;RT_CLenstd_P;RT_CSet_P;RT_CSetstd_P;RT_Reg_P;RT_Regstd_P;RT_TDown_P;RT_TDownstd_P;SC_FailedCall_P;SC_FailureRate_P;SC_IncomingCall_P;SC_OutgoingCall_P;SC_SuccessfulCall_P;SC_SuccessRate_P;SC_TotalCallCreated;SF_FailedCallRejected_P;SF_FailedTimeoutOnRecv_P;SF_FailedTimeoutOnSend_P;SF_FailedUnexpectedMessage_P;SF_RejectionRate_P;SW_CallRate_P;SW_CurrentCall;SW_Targetrate;TIMESTAMP;CPUCtxsw_Bono;CPUCtxsw_NodeSystem;CPUCtxsw_NodeClient;CPUCtxsw_Homer;CPUCtxsw_Homestead;CPUCtxsw_Sprout;CPUIntr_Bono;CPUIntr_NodeSystem;CPUIntr_NodeClient;CPUIntr_Homer;CPUIntr_Homestead;CPUIntr_Sprout;CPUload1_Bono;CPUload1_NodeSystem;CPUload1_NodeClient;CPUload1_Homer;CPUload1_Homestead;CPUload1_Sprout;CPUload15_Bono;CPUload15_NodeSystem;CPUload15_NodeClient;CPUload15_Homer;CPUload15_Homestead;CPUload15_Sprout;CPUload5_Bono;CPUload5_NodeSystem;CPUload5_NodeClient;CPUload5_Homer;CPUload5_Homestead;CPUload5_Sprout;CPUUtil_idle_Bono;CPUUtil_idle_NodeSystem;CPUUtil_idle_NodeClient;CPUUtil_idle_Homer;CPUUtil_idle_Homestead;CPUUtil_idle_Sprout;CPUUtil_intr_Bono;CPUUtil_intr_NodeSystem;CPUUtil_intr_NodeClient;CPUUtil_intr_Homer;CPUUtil_intr_Homestead;CPUUtil_intr_Sprout;CPUUtil_iowait_Bono;CPUUtil_iowait_NodeSystem;CPUUtil_iowait_NodeClient;CPUUtil_iowait_Homer;CPUUtil_iowait_Homestead;CPUUtil_iowait_Sprout;CPUUtil_nice_Bono;CPUUtil_nice_NodeSystem;CPUUtil_nice_NodeClient;CPUUtil_nice_Homer;CPUUtil_nice_Homestead;CPUUtil_nice_Sprout;CPUUtil_softirq_Bono;CPUUtil_softirq_NodeSystem;CPUUtil_softirq_NodeClient;CPUUtil_softirq_Homer;CPUUtil_softirq_Homestead;CPUUtil_softirq_Sprout;CPUUtil_system_Bono;CPUUtil_system_NodeSystem;CPUUtil_system_NodeClient;CPUUtil_system_Homer;CPUUtil_system_Homestead;CPUUtil_system_Sprout;CPUUtil_usage_Bono;CPUUtil_usage_NodeSystem;CPUUtil_usage_NodeClient;CPUUtil_usage_Homer;CPUUtil_usage_Homestead;CPUUtil_usage_Sprout;CPUUtil_user_Bono;CPUUtil_user_NodeSystem;CPUUtil_user_NodeClient;CPUUtil_user_Homer;CPUUtil_user_Homestead;CPUUtil_user_Sprout;DSKread_Bono;DSKread_NodeSystem;DSKread_NodeClient;DSKread_Homer;DSKread_Homestead;DSKread_Sprout;DSKwrite_Bono;DSKwrite_NodeSystem;DSKwrite_NodeClient;DSKwrite_Homer;DSKwrite_Homestead;DSKwrite_Sprout;MEMav_Bono;MEMav_NodeSystem;MEMav_NodeClient;MEMav_Homer;MEMav_Homestead;MEMav_Sprout;MEMfree_Bono;MEMfree_NodeSystem;MEMfree_NodeClient;MEMfree_Homer;MEMfree_Homestead;MEMfree_Sprout
50;25;2015;0;0;0;0;57;8000;0;0;0;0;0;50;0;0;841;0;0;0;0;0;50;796;50;27;2184;16964;4332;1112;18832;3411;894;22484;6578;508;7121;1346;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;80;74;97;75;67;77;0;0;0;0;0;0;13;7;0;11;14;9;0;0;0;0;0;0;0;1;0;0;0;0;4;8;2;6;8;8;20;26;3;25;33;23;3;11;1;8;10;6;0;2;0;0;0;0;26;251;5;27;27;27;1712508928;25925521408;31176118272;236613632;394559488;1467023360;808259584;24100581376;29221822464;91889664;116006912;567431168
50;25;2015;0;0;0;0;57;9000;0;0;0;0;0;50;0;0;891;0;0;0;0;0;50;846;50;28;2506;26119;8999;1755;22449;4213;1172;50786;19264;739;9745;2084;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;80;73;97;75;67;77;0;0;0;0;0;0;13;7;0;11;14;9;0;0;0;0;0;0;0;1;0;0;0;0;4;8;2;6;8;8;20;27;3;25;33;23;3;11;1;8;10;6;0;2;0;0;0;0;26;251;5;27;26;27;1712623616;25931837440;31175307264;236613632;394670080;1467203584;808259584;24100605952;29219356672;91889664;115875840;567349248
47;25;2015;0;0;0;0;60;10000;0;0;0;0;0;49;0;0;940;0;0;0;0;0;49;896;50;29;3232;15093;4108;1049;16759;3058;969;19585;6063;508;6556;1210;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;79;73;96;75;67;76;0;0;0;0;0;0;13;7;0;10;14;9;0;0;0;0;0;0;0;1;0;0;0;0;4;8;2;6;8;8;21;27;4;25;33;24;3;11;1;8;10;6;0;2;0;0;0;0;26;249;5;27;26;27;1706418176;25931702272;31178924032;236646400;397004800;1467084800;802648064;24100470784;29220823040;91987968;118325248;567283712
44;25;2015;0;0;0;0;66;18000;0;0;0;0;0;46;0;0;986;0;0;0;0;0;46;945;47;30;2085;14913;4852;1125;16513;3043;854;19650;6462;501;6479;1213;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;79;73;96;75;67;76;0;0;0;0;0;0;13;7;0;10;14;9;0;0;0;0;0;0;0;1;0;0;0;0;4;8;2;6;8;8;21;27;4;25;33;24;3;11;1;8;10;6;0;2;0;0;0;0;26;249;5;27;26;27;1708994560;25932460032;31180681216;236650496;397094912;1467109376;804806656;24101228544;29221744640;91922432;118276096;567234560
41;25;2015;0;0;0;0;59;13000;0;0;0;0;0;42;0;0;1028;0;0;0;0;0;43;991;44;31;2085;14913;4852;1733;19929;3043;854;19650;6462;501;8246;1213;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;79;73;96;75;67;76;0;0;0;0;0;0;13;7;0;10;14;9;0;0;0;0;0;0;0;1;0;0;0;0;4;8;2;6;8;8;21;27;4;25;33;24;3;11;1;8;11;6;0;2;0;0;0;0;26;249;5;27;26;27;1709809664;25932460032;31179538432;236650496;397004800;1467109376;804806656;24101228544;29221744640;91922432;118177792;567234560
39;25;2015;0;0;0;0;78;9000;0;0;0;0;0;40;0;0;1069;0;0;0;0;0;40;1033;41;32;2296;14107;5112;7026;9537;3339;939;23077;7350;1141;5641;1376;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;79;73;96;76;66;76;0;0;0;0;0;0;13;7;0;10;14;9;0;0;0;0;0;0;0;1;0;0;0;1;4;8;2;6;8;8;21;27;4;24;34;24;3;11;1;7;11;6;0;2;0;0;0;0;26;248;5;27;26;26;1709793280;25929216000;31178592256;221413376;396992512;1467215872;805490688;24097984512;29215916032;76304384;118276096;567398400
36;25;2015;0;0;0;0;138;6000;0;0;0;0;0;38;0;0;1107;0;0;0;0;0;38;1073;39;33;1932;13080;4987;1407;19255;3304;923;22258;7285;1155;7970;1240;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;79;73;96;75;66;77;0;0;0;0;0;0;13;7;0;10;14;9;0;0;0;0;0;0;0;1;0;0;0;0;4;8;2;6;9;7;21;27;4;25;34;23;3;11;1;8;11;6;0;2;0;0;0;0;26;247;5;27;26;26;1712308224;25926148096;31178862592;234196992;397201408;1451597824;808050688;24086761472;29220720640;89468928;118341632;552894464
33;25;2015;0;0;0;0;149;112000;0;0;0;0;0;34;0;0;1141;0;0;0;0;0;34;1111;36;34;1932;15556;4987;1393;24791;3304;923;22258;6369;1155;9145;1525;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;79;73;96;75;66;75;0;0;0;0;0;0;13;7;0;10;14;9;0;0;0;0;0;0;0;1;0;0;0;1;4;8;2;6;9;8;21;27;4;25;34;25;3;11;1;8;11;7;0;2;0;0;0;0;26;247;5;27;27;26;1712435200;25926148096;31180251136;235978752;397287424;1463566336;808050688;24099991552;29220720640;89468928;118304768;563781632
30;25;2015;0;0;0;0;133;112000;0;0;0;0;0;32;0;0;1173;0;0;0;0;0;32;1145;33;35;1968;22329;4982;1471;16094;4699;1003;22559;11937;594;7824;1712;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;79;73;96;75;66;75;0;0;0;0;0;0;13;7;0;10;14;9;0;0;0;0;0;0;0;1;0;0;0;1;4;8;2;6;8;8;21;27;4;25;34;25;3;11;1;8;11;7;0;2;0;0;0;0;26;248;5;27;27;26;1712353280;25930895360;31179546624;236449792;391725056;1463640064;807837696;24097202176;29220220928;91369472;110772224;563855360
28;25;2015;0;0;0;0;87;67000;0;0;0;0;0;29;0;0;1203;0;0;0;0;0;30;1177;30;36;1834;13891;5075;1372;13006;3736;966;21029;6295;579;4512;1309;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;79;73;96;75;66;75;0;0;0;0;0;0;13;7;0;10;14;9;0;0;0;0;0;0;0;1;0;0;0;1;4;8;2;6;9;8;21;27;4;25;34;25;3;11;1;8;11;7;0;2;0;0;0;0;26;249;5;27;27;26;1712222208;25931280384;31181082624;236519424;380932096;1466195968;807870464;24100077568;29223989248;91852800;102002688;566730752
25;25;2015;0;0;0;0;80;5000;0;0;0;0;0;27;0;0;1230;0;0;0;0;0;27;1206;28;37;1880;20261;2805;1098;16687;3646;988;31047;9964;652;7423;1489;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;78;72;96;75;65;75;0;0;0;0;0;0;13;7;0;10;14;9;0;0;0;0;0;0;0;1;0;0;0;1;4;8;2;6;9;8;22;28;4;25;35;25;3;11;1;8;11;7;0;2;0;0;0;0;26;249;5;27;27;26;1712295936;25932595200;31181082624;236482560;394641408;1467113472;807878656;24100048896;29223981056;91918336;115630080;567250944
22;25;2015;0;0;0;0;80;3000;0;0;0;0;0;23;0;0;1253;0;0;0;0;0;23;1233;25;38;1880;16483;4653;1291;23935;3646;1034;22859;6370;544;9636;1446;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;78;72;96;75;65;75;0;0;0;0;0;0;14;7;0;11;13;9;0;0;0;0;0;0;0;1;0;0;0;1;4;8;2;6;9;8;22;28;4;25;35;25;4;11;1;8;11;7;0;2;0;0;0;0;26;249;6;27;27;26;1712295936;25932595200;31180804096;236584960;394526720;1467101184;807804928;24099565568;29221613568;91820032;115499008;567283712
19;25;2015;0;0;0;0;94;4000;0;0;0;0;0;21;0;0;1275;0;0;0;0;0;21;1256;22;39;1858;16483;5462;1291;20874;3987;1034;22859;6370;544;9636;1446;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;78;72;96;75;65;75;0;0;0;0;0;0;14;7;0;11;13;9;0;0;0;0;0;0;0;1;0;0;0;1;4;8;2;6;9;8;22;28;4;25;35;25;4;11;1;8;11;7;0;2;0;0;0;0;26;251;6;27;27;26;1712103424;25929228288;31180804096;236584960;394526720;1467101184;807804928;24099565568;29223710720;91770880;115499008;567283712
17;25;2015;0;0;0;0;82;25000;0;0;0;0;0;18;0;0;1293;0;0;0;0;0;18;1277;19;40;1858;15051;5462;1185;20874;3987;1034;22859;6370;544;9636;1446;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;78;72;96;75;65;75;0;0;0;0;0;0;14;7;0;11;13;9;0;0;0;0;0;0;0;1;0;0;0;1;4;8;2;6;9;8;22;28;4;25;35;25;4;11;1;8;11;7;0;2;0;0;0;0;26;251;6;27;27;26;1712103424;25929228288;31180804096;236503040;394526720;1467101184;807804928;24098955264;29223710720;91770880;115499008;567222272
14;25;2015;0;0;0;0;79;4000;0;0;0;0;0;15;0;0;1308;0;0;0;0;0;15;1295;17;41;1858;15051;3797;1185;20874;3270;923;17607;4738;559;7710;1230;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;78;72;96;75;64;74;0;0;0;0;0;0;14;7;0;10;13;9;0;0;0;0;0;0;0;1;0;0;0;1;4;9;2;6;10;8;22;28;4;25;36;26;4;11;1;7;13;8;0;2;0;0;0;0;26;251;6;27;27;26;1712103424;25929228288;31180787712;236503040;396951552;1466994688;805093376;24098955264;29223661568;91770880;117805056;567222272
12;25;2015;0;0;0;0;80;4000;0;0;0;0;0;13;0;0;1321;0;0;0;0;0;13;1310;14;42;1986;13528;3797;3465;20968;3270;923;17607;4738;559;7710;1230;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;78;72;96;75;64;74;0;0;0;0;0;0;14;7;0;10;13;9;0;0;0;0;0;0;0;1;0;0;0;1;4;9;2;6;10;8;22;28;4;25;36;26;4;11;1;7;13;8;0;2;0;0;0;0;26;252;6;27;27;26;1711075328;25928867840;31180787712;233996288;396951552;1466994688;805093376;24097632256;29223661568;89374720;117805056;567320576
12;25;2015;0;0;0;0;86;4000;0;0;0;0;0;12;0;0;1333;0;0;0;0;0;12;1323;12;43;1884;15899;3792;1110;23526;3874;992;22955;5995;1377;9671;1446;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;78;72;96;75;63;74;0;0;0;0;0;0;14;7;0;10;13;9;0;0;0;0;0;0;0;1;0;0;0;1;4;9;2;6;10;8;22;28;4;25;37;26;4;11;1;8;13;8;0;2;0;0;0;0;26;252;6;27;27;27;1711906816;25925300224;31180984320;234065920;397144064;1464455168;807514112;24094445568;29223907328;89300992;117772288;551665664
12;25;2015;0;0;0;0;248;27000;0;0;0;0;0;12;0;0;1345;0;0;0;0;0;12;1335;12;44;2356;23927;5421;1680;28180;6201;1326;35067;11127;644;8319;1927;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;77;71;96;75;63;74;0;0;0;0;0;0;14;7;0;10;13;9;0;0;0;0;0;0;0;1;0;0;0;1;4;9;2;6;10;8;23;29;4;25;37;26;4;12;1;8;13;8;0;2;0;0;0;0;26;253;6;27;27;27;1711759360;25928089600;31181688832;234000384;396914688;1458896896;807268352;24095559680;29224652800;89399296;117706752;558100480
12;25;2015;0;0;0;0;127;207000;0;0;0;0;0;12;0;0;1357;0;0;0;0;0;12;1347;12;45;1574;17030;4366;1376;25168;4076;1031;23833;6921;615;9545;1524;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;77;71;96;75;63;73;0;0;0;0;0;0;14;7;0;10;14;9;0;0;0;0;0;0;0;1;0;0;0;1;4;9;2;7;10;8;23;29;4;25;37;27;4;12;1;8;13;8;0;2;0;0;0;0;26;253;6;26;27;27;1711665152;25926631424;31181426688;236462080;396931072;1463611392;807251968;24095137792;29224493056;91729920;116531200;563789824
12;25;2015;0;0;0;0;234;49000;0;0;0;0;0;12;0;0;1369;0;0;0;0;0;12;1359;12;46;1900;17937;10044;1770;12820;4752;1109;21305;7688;716;4883;1716;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;77;71;96;75;63;73;0;0;0;0;0;0;14;7;0;10;14;9;0;0;0;0;0;0;0;1;0;0;0;1;4;9;2;7;10;8;23;29;4;25;37;27;4;12;1;8;13;8;0;2;0;0;0;0;26;252;6;26;27;27;1711325184;25911578624;31165521920;236462080;383676416;1466519552;806957056;24088723456;29208338432;91860992;103759872;566591488
12;25;2015;0;0;0;0;104;181000;0;0;0;0;0;12;0;0;1381;0;0;0;0;0;12;1371;12;47;2144;22458;5785;1922;21120;5046;1178;30436;5178;953;8592;1805;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;77;71;96;75;62;73;0;0;0;0;0;0;14;7;0;10;13;9;0;0;0;0;0;0;0;1;0;0;1;1;4;9;2;7;10;8;23;29;4;25;38;27;4;12;1;8;14;8;0;2;0;0;0;0;26;252;6;26;27;27;1711398912;25910337536;31165394944;236503040;394231808;1466990592;806891520;24079990784;29208338432;91664384;114700288;567021568
12;25;2015;0;0;0;0;78;4000;0;0;0;0;0;12;0;0;1393;0;0;0;0;0;12;1383;12;48;1629;15259;4186;1463;22539;3568;1178;30436;6258;669;9029;1805;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;77;71;96;75;62;73;0;0;0;0;0;0;14;7;0;10;13;9;0;0;0;0;0;0;0;1;0;0;1;1;4;9;2;7;11;8;23;29;4;25;38;27;5;12;1;8;14;9;0;2;0;0;0;0;26;253;6;26;27;27;1711271936;25910337536;31164350464;236408832;394231808;1467092992;806891520;24079384576;29207154688;91504640;114700288;567037952
12;25;2015;0;0;0;0;84;2000;0;0;0;0;0;12;0;0;1405;0;0;0;0;0;12;1395;12;49;2195;22308;5897;1416;25628;5246;967;22141;10483;644;10497;1279;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;77;71;96;75;61;72;0;0;0;0;0;0;14;7;0;10;13;9;0;0;0;0;0;0;0;1;0;0;0;1;4;9;2;7;11;9;23;29;4;25;39;28;5;12;1;8;14;9;0;2;0;0;0;0;26;253;6;26;27;27;1711149056;25910312960;31164088320;236343296;396173312;1467027456;806793216;24079167488;29206892544;91439104;117149696;566923264
12;25;2015;0;0;0;0;82;8000;0;0;0;0;0;12;0;0;1417;0;0;0;0;0;12;1407;12;50;2841;15262;4244;2831;26814;4162;1203;25257;5731;1317;9371;1575;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;77;70;96;75;61;72;0;0;0;0;0;0;14;7;0;10;13;10;0;0;0;0;0;0;1;1;0;0;1;1;4;9;2;7;11;9;23;30;4;25;39;28;5;12;1;8;14;9;0;2;0;0;0;0;26;253;6;26;27;27;1707560960;25910312960;31155310592;236351488;396922880;1467404288;806793216;24078737408;29198114816;91570176;116981760;567517184
12;25;2015;0;0;0;0;82;10000;0;0;0;0;0;12;0;0;1429;0;0;0;0;0;12;1419;12;51;2059;23158;6171;1923;25523;4643;1290;33113;10447;763;9741;1810;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;77;70;96;75;61;72;0;0;0;0;0;0;14;7;0;10;13;10;0;0;0;0;0;0;1;1;0;0;1;1;4;10;2;6;11;9;23;30;4;25;39;28;5;12;1;8;14;9;0;2;0;0;0;0;26;253;6;26;27;27;1707716608;25909993472;31155310592;236302336;396922880;1467404288;803274752;24047271936;29198114816;91570176;116916224;567517184
12;25;2015;0;0;0;0;80;8000;0;0;0;0;0;12;0;0;1441;0;0;0;0;0;12;1431;12;52;1960;14961;4579;6860;23717;3846;988;23589;6434;2204;9088;1391;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;76;70;96;75;60;71;0;0;0;0;0;0;14;7;0;10;13;9;0;0;0;0;0;0;0;1;0;0;1;1;4;10;2;7;11;8;24;30;4;25;40;29;5;12;1;8;15;9;0;2;0;0;0;0;26;253;6;26;27;27;1710452736;25907892224;31162007552;233938944;396828672;1467412480;805920768;24077832192;29204897792;89026560;116965376;567435264
12;25;2015;0;0;6179000;0;87;5000;0;0;0;0;0;12;0;0;1453;0;0;0;0;0;12;1443;12;53;2021;20436;5432;2232;26086;4780;1355;23589;8861;1160;8267;1391;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;76;69;96;75;60;71;0;0;0;0;0;0;14;7;0;10;13;10;0;0;0;0;0;0;1;1;0;0;1;1;4;10;2;7;11;8;24;31;4;25;40;29;5;12;1;8;15;10;0;2;0;0;0;0;26;253;6;26;27;27;1710776320;25905344512;31162007552;234016768;396742656;1451790336;806182912;24070651904;29204889600;89067520;116965376;563822592
12;25;2015;0;0;6160045;0;216;12000;0;0;0;0;0;12;0;0;1465;0;0;0;0;0;12;1455;12;54;1855;21865;5156;3719;20314;6431;1067;24906;9091;1632;10314;1593;2;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;76;69;96;75;60;71;0;0;0;0;0;0;14;7;0;10;13;10;0;0;0;0;0;0;1;1;0;0;1;1;4;10;2;7;11;8;24;31;4;25;40;29;5;12;1;8;15;10;0;2;0;0;0;0;26;253;6;26;27;27;1710764032;25882574848;31163572224;233951232;396873728;1461129216;806219776;24051687424;29206462464;89165824;116965376;559063040
12;25;2015;0;0;6157000;0;113;138000;0;0;0;0;0;12;0;0;1477;0;0;0;0;0;12;1467;12;55;1635;18315;4193;2924;22410;3854;1084;24686;6283;1360;9471;1659;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;76;69;96;75;60;70;0;0;0;0;0;0;14;7;0;10;13;10;0;0;0;0;0;0;1;2;0;0;1;1;4;10;2;7;11;9;24;31;4;25;40;30;5;13;1;8;15;10;0;2;0;0;0;0;26;253;6;27;27;27;1710682112;25884516352;31163879424;236482560;390631424;1463799808;806195200;24053506048;29206769664;91688960;110505984;563843072
12;25;2015;0;0;6148000;0;472;14000;0;0;0;0;0;12;0;0;1489;0;0;0;0;0;12;1479;12;56;1755;17758;4666;2446;10862;4256;1122;19258;6891;1133;3625;1659;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;76;69;96;75;60;70;0;0;0;0;0;0;14;7;0;10;13;10;0;0;0;0;0;0;1;2;0;0;1;1;4;10;2;7;11;9;24;31;4;25;40;30;5;13;1;8;15;10;0;2;0;0;0;0;26;255;6;27;27;27;1710260224;25920344064;31163736064;236556288;390631424;1463799808;805752832;24089063424;29206626304;91627520;110505984;566280192
12;25;2015;0;0;6141994;20000;189;313000;0;0;0;0;0;12;0;0;1501;0;0;0;0;0;12;1491;12;57;2040;23433;6642;3624;19667;4509;1193;38207;12524;1746;7593;1662;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;76;69;96;75;59;70;0;0;0;0;0;0;13;7;0;10;13;10;0;0;0;0;0;0;1;2;0;0;1;1;4;10;2;7;11;9;24;31;4;25;41;30;5;13;1;8;16;10;0;2;0;0;0;0;26;255;6;27;27;27;1710391296;25920270336;31163736064;236556288;379379712;1466376192;805818368;24088899584;29206585344;91627520;99188736;568217600
12;25;2015;0;0;6141000;11000;80;18000;0;0;0;0;0;12;0;0;1513;0;0;0;0;0;12;1503;12;58;1476;14637;4075;2851;23166;3789;900;20713;5268;1179;8854;1478;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;76;69;96;75;59;69;0;0;0;0;0;0;13;7;0;10;13;10;0;0;0;0;0;0;1;2;0;0;1;1;4;10;2;7;12;9;24;31;4;25;41;31;6;13;1;8;16;11;0;2;0;0;0;0;26;255;6;27;27;27;1710198784;25920827392;31163981824;236429312;392241152;1468866560;805687296;24088891392;29206872064;91496448;112070656;568881152
12;25;2015;0;0;6136000;0;81;3000;0;0;0;0;0;12;0;0;1525;0;0;0;0;0;12;1515;12;59;1476;14637;4075;2851;23166;3789;900;24645;5268;1179;8854;1478;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;76;68;96;75;59;69;0;0;0;0;0;0;13;7;0;10;13;10;0;0;0;0;0;0;1;2;0;0;1;1;4;10;2;7;12;9;24;32;4;25;41;31;6;13;1;8;16;11;0;2;0;0;0;0;26;255;5;27;27;27;1710198784;25915330560;31163838464;236429312;392241152;1468866560;805687296;24088891392;29206872064;91496448;112070656;568881152
12;25;2015;0;0;6245709;13000;81;7000;0;0;0;0;0;12;0;0;1537;0;0;0;0;0;12;1527;12;60;2484;16588;4370;3639;25329;4395;1261;24645;5474;1798;9590;1520;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;76;68;96;74;58;69;0;0;0;0;0;0;13;7;0;11;13;9;0;0;0;0;0;0;1;2;0;0;1;1;5;11;2;7;12;9;24;32;4;26;42;31;6;13;1;8;16;11;0;2;0;0;0;0;26;254;5;27;27;27;1706229760;25915330560;31163838464;236478464;394579968;1468911616;801722368;24088657920;29206855680;91529216;114245632;568832000
12;25;2015;0;0;6162730;96000;86;5000;0;0;0;0;0;12;0;0;1549;0;0;0;0;0;12;1539;12;61;2484;16588;4370;3639;25935;4395;1261;26142;5474;1798;9590;1831;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;76;68;96;74;58;69;0;0;0;0;0;0;13;7;0;11;13;9;0;0;0;0;0;0;1;2;0;0;1;1;5;11;2;7;12;9;24;32;4;26;42;31;6;13;1;8;17;11;0;2;0;0;0;0;26;254;5;27;27;27;1706229760;25919938560;31163965440;236478464;394579968;1468911616;801722368;24088657920;29206855680;91529216;114114560;568832000
12;25;2015;0;0;6178505;5000;80;11000;0;0;0;0;0;12;0;0;1561;0;0;0;0;0;12;1551;12;62;2484;16588;4370;3639;25935;4395;1261;26142;5474;1798;9590;1831;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;76;68;96;74;58;69;0;0;0;0;0;0;13;7;0;11;13;9;0;0;0;0;0;0;1;2;0;0;1;1;5;11;2;7;12;9;24;32;4;26;42;31;6;13;1;8;17;11;0;2;0;0;0;0;26;254;5;27;27;27;1706229760;25919938560;31163965440;236478464;394579968;1468911616;802603008;24088657920;29206855680;91529216;114114560;568832000
12;25;2015;0;0;6140899;0;90;3000;0;0;0;0;0;12;0;0;1573;0;0;0;0;0;12;1563;12;63;1992;16858;4486;7048;28561;4710;1252;24590;5646;2853;10289;1702;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;75;68;96;74;57;68;0;0;0;0;0;0;13;7;0;11;12;9;0;0;0;0;0;0;1;2;0;0;1;1;5;11;2;7;12;9;25;32;4;26;43;32;6;13;1;8;17;12;0;2;0;0;0;0;26;252;6;27;27;27;1709002752;25919778816;31163252736;233902080;394891264;1468936192;804765696;24087601152;29206142976;89001984;114245632;568766464
12;25;2015;0;0;6291391;10000;203;18000;0;0;0;0;0;12;0;0;1585;0;0;0;0;0;12;1575;12;64;2125;19874;5394;3527;24415;6405;1408;21581;7709;1452;8953;1911;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;75;68;96;74;57;68;0;0;0;0;0;0;13;7;0;11;12;10;0;0;0;0;0;0;1;2;0;0;1;1;5;11;2;7;12;9;25;32;4;26;43;32;6;13;1;8;17;12;0;2;0;0;0;0;26;253;5;27;27;26;1709264896;25918169088;31163252736;235843584;394891264;1465475072;804691968;24086732800;29206142976;90976256;114442240;565125120
12;25;2015;0;0;6176935;222000;106;162000;0;0;0;0;0;12;0;0;1597;0;0;0;0;0;12;1587;12;65;2606;26858;6781;5226;28615;6254;1826;39887;11761;2633;10526;2402;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;75;68;96;74;57;67;0;0;0;0;0;0;13;7;0;11;12;10;0;0;0;0;0;0;1;2;0;0;1;1;5;11;2;7;12;9;25;32;4;26;43;33;7;13;1;8;18;13;0;2;0;0;0;0;26;253;5;27;27;27;1709309952;25918324736;31163252736;236310528;394895360;1465466880;804724736;24088186880;29206269952;91598848;114315264;565256192
12;25;2015;0;0;6142088;22000;109;9000;0;0;0;0;0;12;0;0;1609;0;0;0;0;0;12;1599;12;66;1935;17668;4938;3014;15973;4808;1239;23157;7051;1722;5634;1597;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;75;68;96;74;57;67;0;0;0;0;0;0;13;7;0;11;12;10;0;0;0;0;0;0;1;2;0;0;1;1;5;11;2;7;12;9;25;32;4;26;43;33;7;13;1;8;17;13;0;2;0;0;0;0;26;253;5;27;27;27;1709039616;25917161472;31163346944;236482560;378687488;1466208256;804683776;24086777856;29206237184;91500544;100843520;566161408
