DESTINATION;COMMERCIAL FLAG;CITY;COUNTRY;FLIGH DIRECTION;FLIGHT TYPE;DATE;DATE YEAR;DATE HALF YEAR;DATE YEAR QUARTER;DATE YEAR MONTH;NBR OF PASSENGERS;CARGO WEIGHT;NBR OF FLIGHTS;SEAT CAPACITY
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2009.05.01;2009;2009H1;2009Q2;200905;4146;0;31;4836
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2009.06.01;2009;2009H1;2009Q2;200906;4075;0;30;4075
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2009.06.01;2009;2009H1;2009Q2;200906;2018;0;30;3840
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2009.07.01;2009;2009H2;2009Q3;200907;4324;0;31;4836
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2009.07.01;2009;2009H2;2009Q3;200907;4089;0;31;4836
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2009.08.01;2009;2009H2;2009Q3;200908;4476;0;31;4836
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2009.08.01;2009;2009H2;2009Q3;200908;3660;0;31;4836
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2009.09.01;2009;2009H2;2009Q3;200909;3521;0;30;4680
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2009.09.01;2009;2009H2;2009Q3;200909;3696;0;30;4680
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2009.10.01;2009;2009H2;2009Q4;200910;2879;0;22;3480
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2009.10.01;2009;2009H2;2009Q4;200910;2974;0;24;3792
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2009.11.01;2009;2009H2;2009Q4;200911;3642;0;30;4896
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2009.11.01;2009;2009H2;2009Q4;200911;3878;0;30;4896
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2009.12.01;2009;2009H2;2009Q4;200912;3686;0;30;4872
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2009.12.01;2009;2009H2;2009Q4;200912;3988;0;30;4872
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2010.01.01;2010;2010H1;2010Q1;201001;3174;0;30;4988
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2010.01.01;2010;2010H1;2010Q1;201001;4032;0;29;4650
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2010.02.01;2010;2010H1;2010Q1;201002;3735;0;26;4350
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2010.02.01;2010;2010H1;2010Q1;201002;3675;0;26;4294
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2010.03.01;2010;2010H1;2010Q1;201003;4159;0;31;5200
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2010.03.01;2010;2010H1;2010Q1;201003;4988;0;31;5270
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2010.04.01;2010;2010H1;2010Q2;201004;3452;0;24;4066
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2010.04.01;2010;2010H1;2010Q2;201004;3709;0;24;4038
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2010.05.01;2010;2010H1;2010Q2;201005;4717;0;29;5196
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2010.05.01;2010;2010H1;2010Q2;201005;4625;0;30;5304
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2010.06.01;2010;2010H1;2010Q2;201006;4427;0;29;4908
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2010.06.01;2010;2010H1;2010Q2;201006;4793;0;29;5220
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2010.07.01;2010;2010H2;2010Q3;201007;4670;0;29;5031
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2010.07.01;2010;2010H2;2010Q3;201007;4355;0;29;5028
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2010.08.01;2010;2010H2;2010Q3;201008;4926;0;31;5292
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2010.08.01;2010;2010H2;2010Q3;201008;4635;0;31;5532
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2010.09.01;2010;2010H2;2010Q3;201009;4141;0;30;4872
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2010.09.01;2010;2010H2;2010Q3;201009;4906;0;30;5400
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2010.10.01;2010;2010H2;2010Q4;201010;4387;0;30;4920
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2010.10.01;2010;2010H2;2010Q4;201010;4600;0;29;5220
Paris/Orly;Commercial;Paris;France;Incoming;Non Scheduled;2010.11.01;2010;2010H2;2010Q4;201011;0;0;2;428
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2010.11.01;2010;2010H2;2010Q4;201011;4056;0;25;4500
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2010.11.01;2010;2010H2;2010Q4;201011;3915;0;25;4500
Paris/Orly;Commercial;Paris;France;Outgoing;Non Scheduled;2010.11.01;2010;2010H2;2010Q4;201011;209;0;2;428
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2010.12.01;2010;2010H2;2010Q4;201012;3763;0;23;4140
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2010.12.01;2010;2010H2;2010Q4;201012;3408;0;22;3960
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2011.01.01;2011;2011H1;2011Q1;201101;3857;0;27;4860
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2011.01.01;2011;2011H1;2011Q1;201101;4362;0;27;4860
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2011.02.01;2011;2011H1;2011Q1;201102;3936;0;24;4320
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2011.02.01;2011;2011H1;2011Q1;201102;3756;0;24;4320
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2011.03.01;2011;2011H1;2011Q1;201103;4176;0;27;4860
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2011.03.01;2011;2011H1;2011Q1;201103;4441;0;27;4860
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2011.04.01;2011;2011H1;2011Q2;201104;4926;0;30;5400
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2011.04.01;2011;2011H1;2011Q2;201104;4565;0;29;5220
Paris/Orly;Commercial;Paris;France;Outgoing;Non Scheduled;2011.04.01;2011;2011H1;2011Q2;201104;131;0;1;180
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2011.05.01;2011;2011H1;2011Q2;201105;5156;0;31;5571
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2011.05.01;2011;2011H1;2011Q2;201105;4912;0;31;5580
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2011.06.01;2011;2011H1;2011Q2;201106;5044;0;30;5400
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2011.06.01;2011;2011H1;2011Q2;201106;4817;0;30;5400
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2011.07.01;2011;2011H2;2011Q3;201107;5030;0;31;5580
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2011.07.01;2011;2011H2;2011Q3;201107;5330;0;31;5556
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2011.08.01;2011;2011H2;2011Q3;201108;5232;0;31;5580
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2011.08.01;2011;2011H2;2011Q3;201108;4867;0;31;5580
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2011.09.01;2011;2011H2;2011Q3;201109;4964;0;30;5400
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2011.09.01;2011;2011H2;2011Q3;201109;4603;0;30;5400
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2011.10.01;2011;2011H2;2011Q4;201110;4706;0;29;5220
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2011.10.01;2011;2011H2;2011Q4;201110;4618;0;29;5220
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2011.11.01;2011;2011H2;2011Q4;201111;3475;0;24;4320
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2011.11.01;2011;2011H2;2011Q4;201111;3478;0;24;4320
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2011.12.01;2011;2011H2;2011Q4;201112;3927;0;26;4680
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2011.12.01;2011;2011H2;2011Q4;201112;3763;0;26;4680
Paris/Orly;Commercial;Paris;France;Outgoing;Non Scheduled;2012.01.01;2012;2012H1;2012Q1;201201;125;0;1;180
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2012.01.01;2012;2012H1;2012Q1;201201;2561;0;17;3060
Paris/Orly;Commercial;Paris;France;Incoming;Non Scheduled;2012.01.01;2012;2012H1;2012Q1;201201;0;0;1;0
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2012.01.01;2012;2012H1;2012Q1;201201;2275;0;17;3060
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2012.02.01;2012;2012H1;2012Q1;201202;3761;0;25;4500
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2012.02.01;2012;2012H1;2012Q1;201202;4150;0;25;4500
Paris/Orly;Commercial;Paris;France;Incoming;Scheduled;2012.03.01;2012;2012H1;2012Q1;201203;3054;0;21;3780
Paris/Orly;Commercial;Paris;France;Outgoing;Scheduled;2012.03.01;2012;2012H1;2012Q1;201203;3337;0;21;3780
Rennes;Commercial;Rennes;France;Incoming;Non Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;81;0;1;189
Rennes;Commercial;Rennes;France;Outgoing;Non Scheduled;2008.06.01;2008;2008H1;2008Q2;200806;0;1040;3;0
Rennes;Commercial;Rennes;France;Outgoing;Non Scheduled;2008.10.01;2008;2008H2;2008Q4;200810;136;0;1;147
Rennes;Commercial;Rennes;France;Incoming;Non Scheduled;2008.10.01;2008;2008H2;2008Q4;200810;0;0;1;135
Rennes;Commercial;Rennes;France;Incoming;Non Scheduled;2010.11.01;2010;2010H2;2010Q4;201011;0;0;1;0
Rouen;Commercial;Rouen;France;Outgoing;Non Scheduled;2011.04.01;2011;2011H1;2011Q2;201104;0;0;1;0
St. Etienne;Commercial;St. Etienne;France;Incoming;Non Scheduled;2008.11.01;2008;2008H2;2008Q4;200811;0;0;1;189
St. Etienne;Commercial;St. Etienne;France;Outgoing;Non Scheduled;2010.10.01;2010;2010H2;2010Q4;201010;127;0;1;189
St. Etienne;Commercial;St. Etienne;France;Incoming;Non Scheduled;2010.10.01;2010;2010H2;2010Q4;201010;0;0;1;189
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2007.05.01;2007;2007H1;2007Q2;200705;426;0;3;567
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2007.05.01;2007;2007H1;2007Q2;200705;386;0;3;567
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2007.07.01;2007;2007H2;2007Q3;200707;120;0;1;186
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2007.07.01;2007;2007H2;2007Q3;200707;104;0;1;186
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2007.08.01;2007;2007H2;2007Q3;200708;0;0;4;552
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2007.08.01;2007;2007H2;2007Q3;200708;474;0;4;552
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;144;0;1;144
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;0;0;1;135
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2008.04.01;2008;2008H1;2008Q2;200804;134;0;1;135
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2008.04.01;2008;2008H1;2008Q2;200804;60;0;1;135
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2008.05.01;2008;2008H1;2008Q2;200805;394;0;3;405
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2008.05.01;2008;2008H1;2008Q2;200805;0;0;3;405
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2008.06.01;2008;2008H1;2008Q2;200806;106;0;1;135
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2008.06.01;2008;2008H1;2008Q2;200806;0;0;1;135
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2008.07.01;2008;2008H2;2008Q3;200807;0;0;1;0
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2008.07.01;2008;2008H2;2008Q3;200807;100;0;1;100
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2008.08.01;2008;2008H2;2008Q3;200808;249;0;4;660
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2008.08.01;2008;2008H2;2008Q3;200808;444;0;4;660
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;130;0;1;131
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;124;0;1;131
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2008.10.01;2008;2008H2;2008Q4;200810;103;0;1;147
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2008.10.01;2008;2008H2;2008Q4;200810;94;0;1;147
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2009.04.01;2009;2009H1;2009Q2;200904;141;0;2;270
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2009.04.01;2009;2009H1;2009Q2;200904;173;0;2;270
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2009.05.01;2009;2009H1;2009Q2;200905;0;0;1;135
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2009.05.01;2009;2009H1;2009Q2;200905;122;0;1;135
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2009.09.01;2009;2009H2;2009Q3;200909;122;0;3;417
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2009.09.01;2009;2009H2;2009Q3;200909;365;0;3;417
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2009.10.01;2009;2009H2;2009Q4;200910;63;0;1;135
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2009.10.01;2009;2009H2;2009Q4;200910;0;0;1;135
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2010.04.01;2010;2010H1;2010Q2;201004;119;0;1;140
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2010.04.01;2010;2010H1;2010Q2;201004;66;0;1;140
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2010.05.01;2010;2010H1;2010Q2;201005;165;0;1;167
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2010.06.01;2010;2010H1;2010Q2;201006;149;0;1;167
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2010.06.01;2010;2010H1;2010Q2;201006;325;0;2;334
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2010.07.01;2010;2010H2;2010Q3;201007;215;0;2;225
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2010.07.01;2010;2010H2;2010Q3;201007;208;0;2;232
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2010.08.01;2010;2010H2;2010Q3;201008;246;0;2;280
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2010.08.01;2010;2010H2;2010Q3;201008;195;0;2;280
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2010.09.01;2010;2010H2;2010Q3;201009;258;0;2;280
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2010.09.01;2010;2010H2;2010Q3;201009;212;0;2;280
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2010.10.01;2010;2010H2;2010Q4;201010;140;0;2;280
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2011.05.01;2011;2011H1;2011Q2;201105;173;0;2;205
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2011.05.01;2011;2011H1;2011Q2;201105;92;0;2;205
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2011.06.01;2011;2011H1;2011Q2;201106;152;0;2;329
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2011.06.01;2011;2011H1;2011Q2;201106;323;0;3;469
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2011.07.01;2011;2011H2;2011Q3;201107;96;0;2;240
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2011.07.01;2011;2011H2;2011Q3;201107;190;0;2;240
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2011.08.01;2011;2011H2;2011Q3;201108;242;0;2;280
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2011.08.01;2011;2011H2;2011Q3;201108;226;0;2;280
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2011.09.01;2011;2011H2;2011Q3;201109;160;0;2;295
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2011.09.01;2011;2011H2;2011Q3;201109;236;0;2;295
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2011.10.01;2011;2011H2;2011Q4;201110;94;0;1;100
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2011.10.01;2011;2011H2;2011Q4;201110;90;0;1;100
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2012.04.01;2012;2012H1;2012Q2;201204;86;0;1;189
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2012.04.01;2012;2012H1;2012Q2;201204;115;0;1;189
Strasbourg;Commercial;Strasbourg;France;Outgoing;Non Scheduled;2012.05.01;2012;2012H1;2012Q2;201205;74;0;1;140
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2012.05.01;2012;2012H1;2012Q2;201205;212;0;2;280
Strasbourg;Commercial;Strasbourg;France;Incoming;Non Scheduled;2012.06.01;2012;2012H1;2012Q2;201206;125;0;1;148
Tarbes;Commercial;Tarbes;France;Incoming;Non Scheduled;2008.05.01;2008;2008H1;2008Q2;200805;0;0;1;135
Tarbes;Commercial;Tarbes;France;Outgoing;Non Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;0;0;1;189
Tarbes;Commercial;Tarbes;France;Incoming;Non Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;0;0;1;189
Toulon - Forces Navales Frances;Commercial;Toulon - Forces Navales Frances;France;Outgoing;Non Scheduled;2011.07.01;2011;2011H2;2011Q3;201107;0;0;1;86
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2007.03.01;2007;2007H1;2007Q1;200703;0;0;1;135
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2007.03.01;2007;2007H1;2007Q1;200703;133;0;2;270
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2007.05.01;2007;2007H1;2007Q2;200705;5;0;3;507
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2007.06.01;2007;2007H1;2007Q2;200706;301;0;2;336
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2007.06.01;2007;2007H1;2007Q2;200706;46;0;2;348
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2007.07.01;2007;2007H2;2007Q3;200707;0;0;1;180
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2007.08.01;2007;2007H2;2007Q3;200708;86;0;3;567
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2007.08.01;2007;2007H2;2007Q3;200708;149;0;2;357
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;0;0;1;167
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;77;0;1;186
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2007.11.01;2007;2007H2;2007Q4;200711;0;0;1;135
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2007.11.01;2007;2007H2;2007Q4;200711;0;0;1;135
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2008.03.01;2008;2008H1;2008Q1;200803;0;0;1;180
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2008.05.01;2008;2008H1;2008Q2;200805;69;0;2;315
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2008.06.01;2008;2008H1;2008Q2;200806;169;0;1;189
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2008.06.01;2008;2008H1;2008Q2;200806;371;0;2;378
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2008.07.01;2008;2008H2;2008Q3;200807;169;0;1;186
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2008.08.01;2008;2008H2;2008Q3;200808;86;0;1;189
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;81;0;1;189
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;332;0;2;378
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2009.02.01;2009;2009H1;2009Q1;200902;86;0;1;100
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2009.02.01;2009;2009H1;2009Q1;200902;0;0;2;360
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2009.06.01;2009;2009H1;2009Q2;200906;164;0;1;180
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2009.06.01;2009;2009H1;2009Q2;200906;152;0;1;180
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2009.07.01;2009;2009H2;2009Q3;200907;86;0;1;180
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2009.08.01;2009;2009H2;2009Q3;200908;0;3000;1;0
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2010.05.01;2010;2010H1;2010Q2;201005;157;0;1;189
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2010.06.01;2010;2010H1;2010Q2;201006;278;0;2;378
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2011.01.01;2011;2011H1;2011Q1;201101;116;0;1;145
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2011.05.01;2011;2011H1;2011Q2;201105;183;0;1;183
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2011.05.01;2011;2011H1;2011Q2;201105;180;0;1;183
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2011.06.01;2011;2011H1;2011Q2;201106;186;0;2;320
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2011.07.01;2011;2011H2;2011Q3;201107;0;0;1;0
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2011.09.01;2011;2011H2;2011Q3;201109;12;0;1;189
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2011.09.01;2011;2011H2;2011Q3;201109;333;0;2;378
Toulouse;Commercial;Toulouse;France;Incoming;Non Scheduled;2012.06.01;2012;2012H1;2012Q2;201206;90;0;1;189
Toulouse;Commercial;Toulouse;France;Outgoing;Non Scheduled;2012.06.01;2012;2012H1;2012Q2;201206;30;0;1;189
Tours;Commercial;Tours;France;Outgoing;Non Scheduled;2007.11.01;2007;2007H2;2007Q4;200711;187;0;1;189
Tours;Commercial;Tours;France;Incoming;Non Scheduled;2007.11.01;2007;2007H2;2007Q4;200711;187;0;1;189
Tours;Commercial;Tours;France;Outgoing;Non Scheduled;2009.10.01;2009;2009H2;2009Q4;200910;0;0;1;189
Batumi;Commercial;Batumi;Georgia;Incoming;Non Scheduled;2007.12.01;2007;2007H2;2007Q4;200712;0;0;1;183
Tbilisi;Commercial;Tbilisi;Georgia;Incoming;Non Scheduled;2007.07.01;2007;2007H2;2007Q3;200707;0;0;1;122
Tbilisi;Commercial;Tbilisi;Georgia;Incoming;Non Scheduled;2008.03.01;2008;2008H1;2008Q1;200803;0;0;3;0
Tbilisi;Commercial;Tbilisi;Georgia;Incoming;Non Scheduled;2008.05.01;2008;2008H1;2008Q2;200805;0;0;2;0
Tbilisi;Commercial;Tbilisi;Georgia;Outgoing;Non Scheduled;2008.05.01;2008;2008H1;2008Q2;200805;0;0;2;0
Tbilisi;Commercial;Tbilisi;Georgia;Incoming;Non Scheduled;2008.07.01;2008;2008H2;2008Q3;200807;0;0;1;0
Tbilisi;Commercial;Tbilisi;Georgia;Outgoing;Non Scheduled;2008.07.01;2008;2008H2;2008Q3;200807;39;0;1;104
Tbilisi;Commercial;Tbilisi;Georgia;Outgoing;Non Scheduled;2008.08.01;2008;2008H2;2008Q3;200808;0;0;1;0
Tbilisi;Commercial;Tbilisi;Georgia;Incoming;Non Scheduled;2008.08.01;2008;2008H2;2008Q3;200808;63;0;1;63
Tbilisi;Commercial;Tbilisi;Georgia;Incoming;Non Scheduled;2008.12.01;2008;2008H2;2008Q4;200812;0;0;1;124
Tbilisi;Commercial;Tbilisi;Georgia;Outgoing;Non Scheduled;2008.12.01;2008;2008H2;2008Q4;200812;31;0;1;124
Tbilisi;Commercial;Tbilisi;Georgia;Outgoing;Non Scheduled;2009.01.01;2009;2009H1;2009Q1;200901;95;0;1;124
Tbilisi;Commercial;Tbilisi;Georgia;Incoming;Non Scheduled;2009.01.01;2009;2009H1;2009Q1;200901;0;0;1;124
Tbilisi International Airport;Commercial;Tbilisi International Airport;Georgia;Incoming;Non Scheduled;2011.04.01;2011;2011H1;2011Q2;201104;62;0;1;235
Alghero;Commercial;Alghero;Italy;Outgoing;Non Scheduled;2008.08.01;2008;2008H2;2008Q3;200808;0;0;1;0
Alghero;Commercial;Alghero;Italy;Outgoing;Non Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;0;0;1;0
Alghero;Commercial;Alghero;Italy;Incoming;Non Scheduled;2009.06.01;2009;2009H1;2009Q2;200906;0;0;1;0
Alghero;Commercial;Alghero;Italy;Incoming;Non Scheduled;2010.10.01;2010;2010H2;2010Q4;201010;0;0;1;0
Alghero;Commercial;Alghero;Italy;Incoming;Non Scheduled;2011.07.01;2011;2011H2;2011Q3;201107;0;0;1;0
Ancona;Commercial;Ancona;Italy;Outgoing;Non Scheduled;2007.04.01;2007;2007H1;2007Q2;200704;0;0;1;0
Ancona;Commercial;Ancona;Italy;Incoming;Non Scheduled;2011.02.01;2011;2011H1;2011Q1;201102;0;0;1;0
Bari;Commercial;Bari;Italy;Incoming;Non Scheduled;2007.04.01;2007;2007H1;2007Q2;200704;98;0;1;148
Bari;Commercial;Bari;Italy;Outgoing;Non Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;0;0;1;168
Bari;Commercial;Bari;Italy;Outgoing;Non Scheduled;2007.12.01;2007;2007H2;2007Q4;200712;0;0;1;161
Bari;Commercial;Bari;Italy;Incoming;Non Scheduled;2007.12.01;2007;2007H2;2007Q4;200712;0;0;1;161
